month,country,segment,category,amount_usd
2025-04,Panama,Tigo_Money,mfs_transaction,514768.36
2025-04,Panama,Equipment,device_cogs,2823411.18
2025-05,Panama,Mobile_Prepaid,interconnection_commissions,3789448.01
2025-05,Panama,Mobile_Postpaid,interconnection_roaming,2292585.3
2025-05,Panama,Home,content_programming,5933910.35
2025-05,Panama,B2B,interconnection_capacity,2424075.11
2025-05,Panama,Tigo_Money,mfs_transaction,504740.05
2025-05,Panama,Equipment,device_cogs,2793008.07
2025-06,Panama,Mobile_Prepaid,interconnection_commissions,3711209.24
2025-06,Panama,Mobile_Postpaid,interconnection_roaming,2282214.54
2025-06,Panama,Home,content_programming,6032788.32
2025-06,Panama,B2B,interconnection_capacity,2426262.73
2025-06,Panama,Tigo_Money,mfs_transaction,527524.42
2025-06,Panama,Equipment,device_cogs,2800580.43
2025-07,Panama,Mobile_Prepaid,interconnection_commissions,3774652.67
2025-07,Panama,Mobile_Postpaid,interconnection_roaming,2272070.28
2025-07,Panama,Home,content_programming,5970872.84
2025-07,Panama,B2B,interconnection_capacity,2431116.31
2025-07,Panama,Tigo_Money,mfs_transaction,515729.11
2025-07,Panama,Equipment,device_cogs,2851405.18
2025-08,Panama,Mobile_Prepaid,interconnection_commissions,3744631.6
2025-08,Panama,Mobile_Postpaid,interconnection_roaming,2344573.84
2025-08,Panama,Home,content_programming,5990714.61
2025-08,Panama,B2B,interconnection_capacity,2469874.38
2025-08,Panama,Tigo_Money,mfs_transaction,516694.59
2025-08,Panama,Equipment,device_cogs,2773810.91
2025-09,Panama,Mobile_Prepaid,interconnection_commissions,3749271.56
2025-09,Panama,Mobile_Postpaid,interconnection_roaming,2328960.25
2025-09,Panama,Home,content_programming,6020237.99
2025-09,Panama,B2B,interconnection_capacity,2469570.92
2025-09,Panama,Tigo_Money,mfs_transaction,527010.31
2025-09,Panama,Equipment,device_cogs,2891716.8
2025-10,Panama,Mobile_Prepaid,interconnection_commissions,3717812.13
2025-10,Panama,Mobile_Postpaid,interconnection_roaming,2313903.1
2025-10,Panama,Home,content_programming,6133145.26
2025-10,Panama,B2B,interconnection_capacity,2472418.68
2025-10,Panama,Tigo_Money,mfs_transaction,514711.46
2025-10,Panama,Equipment,device_cogs,2885140.16
2025-11,Panama,Mobile_Prepaid,interconnection_commissions,3767959.3
2025-11,Panama,Mobile_Postpaid,interconnection_roaming,2334037.18
2025-11,Panama,Home,content_programming,6118701.46
2025-11,Panama,B2B,interconnection_capacity,2505188.89
2025-11,Panama,Tigo_Money,mfs_transaction,534388.41
2025-11,Panama,Equipment,device_cogs,2886159.46
2025-12,Panama,Mobile_Prepaid,interconnection_commissions,3773964.02
2025-12,Panama,Mobile_Postpaid,interconnection_roaming,2391942.29
2025-12,Panama,Home,content_programming,6144424.83
2025-12,Panama,B2B,interconnection_capacity,2481812.04
2025-12,Panama,Tigo_Money,mfs_transaction,526316.46
2025-12,Panama,Equipment,device_cogs,2846467.32
2026-01,Panama,Mobile_Prepaid,interconnection_commissions,3808902.65
2026-01,Panama,Mobile_Postpaid,interconnection_roaming,2382053.43
2026-01,Panama,Home,content_programming,5949367.56
2026-01,Panama,B2B,interconnection_capacity,2480509.37
2026-01,Panama,Tigo_Money,mfs_transaction,512010.17
2026-01,Panama,Equipment,device_cogs,2849367.15
2026-02,Panama,Mobile_Prepaid,interconnection_commissions,3735004.02
2026-02,Panama,Mobile_Postpaid,interconnection_roaming,2350653.47
2026-02,Panama,Home,content_programming,6187125.5
2026-02,Panama,B2B,interconnection_capacity,2494885.82
2026-02,Panama,Tigo_Money,mfs_transaction,520753.1
2026-02,Panama,Equipment,device_cogs,2899267.2
2026-03,Panama,Mobile_Prepaid,interconnection_commissions,3748328.84
2026-03,Panama,Mobile_Postpaid,interconnection_roaming,2348575.86
2026-03,Panama,Home,content_programming,6254624.62
2026-03,Panama,B2B,interconnection_capacity,2517536.48
2026-03,Panama,Tigo_Money,mfs_transaction,525860.81
2026-03,Panama,Equipment,device_cogs,2876189.19
2026-04,Panama,Mobile_Prepaid,interconnection_commissions,3810362.9
2026-04,Panama,Mobile_Postpaid,interconnection_roaming,2418224.05
2026-04,Panama,Home,content_programming,6106734.61
2026-04,Panama,B2B,interconnection_capacity,2490551.74
2026-04,Panama,Tigo_Money,mfs_transaction,525748.39
2026-04,Panama,Equipment,device_cogs,2909441.73
2026-05,Panama,Mobile_Prepaid,interconnection_commissions,3859880.55
2026-05,Panama,Mobile_Postpaid,interconnection_roaming,2358275.44
2026-05,Panama,Home,content_programming,6139374.4
2026-05,Panama,B2B,interconnection_capacity,2501155.01
2026-05,Panama,Tigo_Money,mfs_transaction,517456.15
2026-05,Panama,Equipment,device_cogs,2874420.51
2026-06,Panama,Mobile_Prepaid,interconnection_commissions,3856442.59
2026-06,Panama,Mobile_Postpaid,interconnection_roaming,2374434.26
2026-06,Panama,Home,content_programming,6143569.69
2026-06,Panama,B2B,interconnection_capacity,2538086.66
2026-06,Panama,Tigo_Money,mfs_transaction,528138.0
2026-06,Panama,Equipment,device_cogs,2942848.35
2024-01,Bolivia,Mobile_Prepaid,interconnection_commissions,2790880.4
2024-01,Bolivia,Mobile_Postpaid,interconnection_roaming,1685866.98
2024-01,Bolivia,Home,content_programming,4403762.04
2024-01,Bolivia,B2B,interconnection_capacity,1801118.74
2024-01,Bolivia,Tigo_Money,mfs_transaction,374025.37
2024-01,Bolivia,Equipment,device_cogs,2098729.25
2024-02,Bolivia,Mobile_Prepaid,interconnection_commissions,2781586.44
2024-02,Bolivia,Mobile_Postpaid,interconnection_roaming,1737924.51
2024-02,Bolivia,Home,content_programming,4469114.21
2024-02,Bolivia,B2B,interconnection_capacity,1788944.16
2024-02,Bolivia,Tigo_Money,mfs_transaction,377292.25
2024-02,Bolivia,Equipment,device_cogs,2089130.7
2024-03,Bolivia,Mobile_Prepaid,interconnection_commissions,2774347.47
2024-03,Bolivia,Mobile_Postpaid,interconnection_roaming,1735208.18
2024-03,Bolivia,Home,content_programming,4455276.29
2024-03,Bolivia,B2B,interconnection_capacity,1838738.44
2024-03,Bolivia,Tigo_Money,mfs_transaction,379219.45
2024-03,Bolivia,Equipment,device_cogs,2088418.56
2024-04,Bolivia,Mobile_Prepaid,interconnection_commissions,2777979.73
2024-04,Bolivia,Mobile_Postpaid,interconnection_roaming,1697754.08
2024-04,Bolivia,Home,content_programming,4420371.83
2024-04,Bolivia,B2B,interconnection_capacity,1831346.18
2024-04,Bolivia,Tigo_Money,mfs_transaction,381631.68
2024-04,Bolivia,Equipment,device_cogs,2032742.91
2024-05,Bolivia,Mobile_Prepaid,interconnection_commissions,2792287.67
2024-05,Bolivia,Mobile_Postpaid,interconnection_roaming,1717702.3
2024-05,Bolivia,Home,content_programming,4401618.65
2024-05,Bolivia,B2B,interconnection_capacity,1831830.39
2024-05,Bolivia,Tigo_Money,mfs_transaction,389404.08
2024-05,Bolivia,Equipment,device_cogs,2088076.55
2024-06,Bolivia,Mobile_Prepaid,interconnection_commissions,2753552.76
2024-06,Bolivia,Mobile_Postpaid,interconnection_roaming,1679304.36
2024-06,Bolivia,Home,content_programming,4446507.79
2024-06,Bolivia,B2B,interconnection_capacity,1809281.42
2024-06,Bolivia,Tigo_Money,mfs_transaction,378114.67
2024-06,Bolivia,Equipment,device_cogs,2112999.85
2024-07,Bolivia,Mobile_Prepaid,interconnection_commissions,2851306.28
2024-07,Bolivia,Mobile_Postpaid,interconnection_roaming,1749832.56
2024-07,Bolivia,Home,content_programming,4522986.8
2024-07,Bolivia,B2B,interconnection_capacity,1842315.71
2024-07,Bolivia,Tigo_Money,mfs_transaction,383978.87
2024-07,Bolivia,Equipment,device_cogs,2131522.09
2024-08,Bolivia,Mobile_Prepaid,interconnection_commissions,2829096.94
2024-08,Bolivia,Mobile_Postpaid,interconnection_roaming,1721421.98
2024-08,Bolivia,Home,content_programming,4387900.71
2024-08,Bolivia,B2B,interconnection_capacity,1813082.02
2024-08,Bolivia,Tigo_Money,mfs_transaction,383628.61
2024-08,Bolivia,Equipment,device_cogs,2120212.17
2024-09,Bolivia,Mobile_Prepaid,interconnection_commissions,2897416.46
2024-09,Bolivia,Mobile_Postpaid,interconnection_roaming,1728522.33
2024-09,Bolivia,Home,content_programming,4469592.29
2024-09,Bolivia,B2B,interconnection_capacity,1831303.63
2024-09,Bolivia,Tigo_Money,mfs_transaction,379980.82
2024-09,Bolivia,Equipment,device_cogs,2132011.03
2024-10,Bolivia,Mobile_Prepaid,interconnection_commissions,2752905.98
2024-10,Bolivia,Mobile_Postpaid,interconnection_roaming,1773023.53
2024-10,Bolivia,Home,content_programming,4594581.11
2024-10,Bolivia,B2B,interconnection_capacity,1869364.17
2024-10,Bolivia,Tigo_Money,mfs_transaction,388971.99
2024-10,Bolivia,Equipment,device_cogs,2138083.41
2024-11,Bolivia,Mobile_Prepaid,interconnection_commissions,2860097.83
2024-11,Bolivia,Mobile_Postpaid,interconnection_roaming,1740748.35
2024-11,Bolivia,Home,content_programming,4479222.37
2024-11,Bolivia,B2B,interconnection_capacity,1841034.64
2024-11,Bolivia,Tigo_Money,mfs_transaction,399360.37
2024-11,Bolivia,Equipment,device_cogs,2155768.84
2024-12,Bolivia,Mobile_Prepaid,interconnection_commissions,2856460.09
2024-12,Bolivia,Mobile_Postpaid,interconnection_roaming,1678610.23
2024-12,Bolivia,Home,content_programming,4621500.54
2024-12,Bolivia,B2B,interconnection_capacity,1851336.02
2024-12,Bolivia,Tigo_Money,mfs_transaction,394280.5
2024-12,Bolivia,Equipment,device_cogs,2152417.83
2025-01,Bolivia,Mobile_Prepaid,interconnection_commissions,2859146.23
2025-01,Bolivia,Mobile_Postpaid,interconnection_roaming,1761225.81
2025-01,Bolivia,Home,content_programming,4493510.72
2025-01,Bolivia,B2B,interconnection_capacity,1885817.87
2025-01,Bolivia,Tigo_Money,mfs_transaction,391514.7
2025-01,Bolivia,Equipment,device_cogs,2114064.1
2025-02,Bolivia,Mobile_Prepaid,interconnection_commissions,2816477.25
2025-02,Bolivia,Mobile_Postpaid,interconnection_roaming,1786564.09
2025-02,Bolivia,Home,content_programming,4606044.6
2025-02,Bolivia,B2B,interconnection_capacity,1869021.85
2025-02,Bolivia,Tigo_Money,mfs_transaction,389891.76
2025-02,Bolivia,Equipment,device_cogs,2100619.48
2025-03,Bolivia,Mobile_Prepaid,interconnection_commissions,2820344.08
2025-03,Bolivia,Mobile_Postpaid,interconnection_roaming,1772340.1
2025-03,Bolivia,Home,content_programming,4518266.25
2025-03,Bolivia,B2B,interconnection_capacity,1876724.94
2025-03,Bolivia,Tigo_Money,mfs_transaction,396211.95
2025-03,Bolivia,Equipment,device_cogs,2169838.39
2025-04,Bolivia,Mobile_Prepaid,interconnection_commissions,2864064.22
2025-04,Bolivia,Mobile_Postpaid,interconnection_roaming,1791445.5
2025-04,Bolivia,Home,content_programming,4516850.75
2025-04,Bolivia,B2B,interconnection_capacity,1873172.94
2025-04,Bolivia,Tigo_Money,mfs_transaction,388466.18
2025-04,Bolivia,Equipment,device_cogs,2145240.93
2025-05,Bolivia,Mobile_Prepaid,interconnection_commissions,2906134.63
2025-05,Bolivia,Mobile_Postpaid,interconnection_roaming,1758884.17
2025-05,Bolivia,Home,content_programming,4597270.02
2025-05,Bolivia,B2B,interconnection_capacity,1885747.08
2025-05,Bolivia,Tigo_Money,mfs_transaction,389819.54
2025-05,Bolivia,Equipment,device_cogs,2142407.83
2025-06,Bolivia,Mobile_Prepaid,interconnection_commissions,2840790.61
2025-06,Bolivia,Mobile_Postpaid,interconnection_roaming,1799037.14
2025-06,Bolivia,Home,content_programming,4626136.68
2025-06,Bolivia,B2B,interconnection_capacity,1893567.9
2025-06,Bolivia,Tigo_Money,mfs_transaction,389252.98
2025-06,Bolivia,Equipment,device_cogs,2194169.52
2025-07,Bolivia,Mobile_Prepaid,interconnection_commissions,2874322.05
2025-07,Bolivia,Mobile_Postpaid,interconnection_roaming,1846533.25
2025-07,Bolivia,Home,content_programming,4623261.4
2025-07,Bolivia,B2B,interconnection_capacity,1881152.41
2025-07,Bolivia,Tigo_Money,mfs_transaction,392347.62
2025-07,Bolivia,Equipment,device_cogs,2224570.16
2025-08,Bolivia,Mobile_Prepaid,interconnection_commissions,2826626.88
2025-08,Bolivia,Mobile_Postpaid,interconnection_roaming,1770571.94
2025-08,Bolivia,Home,content_programming,4691477.1
2025-08,Bolivia,B2B,interconnection_capacity,1904554.6
2025-08,Bolivia,Tigo_Money,mfs_transaction,394297.8
2025-08,Bolivia,Equipment,device_cogs,2145691.75
2025-09,Bolivia,Mobile_Prepaid,interconnection_commissions,2892728.28
2025-09,Bolivia,Mobile_Postpaid,interconnection_roaming,1807672.41
2025-09,Bolivia,Home,content_programming,4619396.11
2025-09,Bolivia,B2B,interconnection_capacity,1914016.59
2025-09,Bolivia,Tigo_Money,mfs_transaction,394623.68
2025-09,Bolivia,Equipment,device_cogs,2168873.44
2025-10,Bolivia,Mobile_Prepaid,interconnection_commissions,2864639.06
2025-10,Bolivia,Mobile_Postpaid,interconnection_roaming,1796751.24
2025-10,Bolivia,Home,content_programming,4690936.18
2025-10,Bolivia,B2B,interconnection_capacity,1906311.38
2025-10,Bolivia,Tigo_Money,mfs_transaction,401960.93
2025-10,Bolivia,Equipment,device_cogs,2224376.1
2025-11,Bolivia,Mobile_Prepaid,interconnection_commissions,2854440.28
2025-11,Bolivia,Mobile_Postpaid,interconnection_roaming,1759465.43
2025-11,Bolivia,Home,content_programming,4678864.02
2025-11,Bolivia,B2B,interconnection_capacity,1888932.77
2025-11,Bolivia,Tigo_Money,mfs_transaction,393079.92
2025-11,Bolivia,Equipment,device_cogs,2195066.8
2025-12,Bolivia,Mobile_Prepaid,interconnection_commissions,2939837.85
2025-12,Bolivia,Mobile_Postpaid,interconnection_roaming,1758978.5
2025-12,Bolivia,Home,content_programming,4647786.4
2025-12,Bolivia,B2B,interconnection_capacity,1921179.04
2025-12,Bolivia,Tigo_Money,mfs_transaction,403333.15
2025-12,Bolivia,Equipment,device_cogs,2221459.37
2026-01,Bolivia,Mobile_Prepaid,interconnection_commissions,2977472.1
2026-01,Bolivia,Mobile_Postpaid,interconnection_roaming,1805172.68
2026-01,Bolivia,Home,content_programming,4708503.17
2026-01,Bolivia,B2B,interconnection_capacity,1920863.75
2026-01,Bolivia,Tigo_Money,mfs_transaction,394261.43
2026-01,Bolivia,Equipment,device_cogs,2171325.98
2026-02,Bolivia,Mobile_Prepaid,interconnection_commissions,2911453.92
2026-02,Bolivia,Mobile_Postpaid,interconnection_roaming,1812431.64
2026-02,Bolivia,Home,content_programming,4725629.12
2026-02,Bolivia,B2B,interconnection_capacity,1879419.2
2026-02,Bolivia,Tigo_Money,mfs_transaction,387770.02
2026-02,Bolivia,Equipment,device_cogs,2217181.6
2026-03,Bolivia,Mobile_Prepaid,interconnection_commissions,2995537.55
2026-03,Bolivia,Mobile_Postpaid,interconnection_roaming,1807324.62
2026-03,Bolivia,Home,content_programming,4628253.35
2026-03,Bolivia,B2B,interconnection_capacity,1928424.35
2026-03,Bolivia,Tigo_Money,mfs_transaction,416403.93
2026-03,Bolivia,Equipment,device_cogs,2226586.19
2026-04,Bolivia,Mobile_Prepaid,interconnection_commissions,2977031.36
2026-04,Bolivia,Mobile_Postpaid,interconnection_roaming,1822300.55
2026-04,Bolivia,Home,content_programming,4699586.19
2026-04,Bolivia,B2B,interconnection_capacity,1929247.32
2026-04,Bolivia,Tigo_Money,mfs_transaction,400614.71
2026-04,Bolivia,Equipment,device_cogs,2283126.25
2026-05,Bolivia,Mobile_Prepaid,interconnection_commissions,2796091.5
2026-05,Bolivia,Mobile_Postpaid,interconnection_roaming,1844588.64
2026-05,Bolivia,Home,content_programming,4734235.8
2026-05,Bolivia,B2B,interconnection_capacity,1936688.1
2026-05,Bolivia,Tigo_Money,mfs_transaction,398603.17
2026-05,Bolivia,Equipment,device_cogs,2268099.47
2026-06,Bolivia,Mobile_Prepaid,interconnection_commissions,2644846.11
2026-06,Bolivia,Mobile_Postpaid,interconnection_roaming,1840857.59
2026-06,Bolivia,Home,content_programming,4591951.02
2026-06,Bolivia,B2B,interconnection_capacity,1947663.25
2026-06,Bolivia,Tigo_Money,mfs_transaction,395364.89
2026-06,Bolivia,Equipment,device_cogs,2267226.86
2024-01,Paraguay,Mobile_Prepaid,interconnection_commissions,2528001.52
2024-01,Paraguay,Mobile_Postpaid,interconnection_roaming,1546184.4
2024-01,Paraguay,Home,content_programming,4178415.63
2024-01,Paraguay,B2B,interconnection_capacity,1696316.59
2024-01,Paraguay,Tigo_Money,mfs_transaction,363763.98
2024-01,Paraguay,Equipment,device_cogs,1973082.35
2024-02,Paraguay,Mobile_Prepaid,interconnection_commissions,2564872.67
2024-02,Paraguay,Mobile_Postpaid,interconnection_roaming,1588795.32
2024-02,Paraguay,Home,content_programming,4179529.05
2024-02,Paraguay,B2B,interconnection_capacity,1715436.9
2024-02,Paraguay,Tigo_Money,mfs_transaction,355558.32
2024-02,Paraguay,Equipment,device_cogs,1929442.24
2024-03,Paraguay,Mobile_Prepaid,interconnection_commissions,2575411.72
2024-03,Paraguay,Mobile_Postpaid,interconnection_roaming,1595567.57
2024-03,Paraguay,Home,content_programming,4169783.16
2024-03,Paraguay,B2B,interconnection_capacity,1717702.0
2024-03,Paraguay,Tigo_Money,mfs_transaction,351135.78
2024-03,Paraguay,Equipment,device_cogs,1938349.85
2024-04,Paraguay,Mobile_Prepaid,interconnection_commissions,2599810.22
2024-04,Paraguay,Mobile_Postpaid,interconnection_roaming,1639088.71
2024-04,Paraguay,Home,content_programming,4166222.26
2024-04,Paraguay,B2B,interconnection_capacity,1682410.07
2024-04,Paraguay,Tigo_Money,mfs_transaction,359139.14
2024-04,Paraguay,Equipment,device_cogs,1945529.63
2024-05,Paraguay,Mobile_Prepaid,interconnection_commissions,2644616.19
2024-05,Paraguay,Mobile_Postpaid,interconnection_roaming,1607908.8
2024-05,Paraguay,Home,content_programming,4339053.24
2024-05,Paraguay,B2B,interconnection_capacity,1729215.88
2024-05,Paraguay,Tigo_Money,mfs_transaction,348495.92
2024-05,Paraguay,Equipment,device_cogs,1931449.64
2024-06,Paraguay,Mobile_Prepaid,interconnection_commissions,2591535.86
2024-06,Paraguay,Mobile_Postpaid,interconnection_roaming,1627169.0
2024-06,Paraguay,Home,content_programming,4280639.05
2024-06,Paraguay,B2B,interconnection_capacity,1718673.74
2024-06,Paraguay,Tigo_Money,mfs_transaction,353652.37
2024-06,Paraguay,Equipment,device_cogs,1976113.7
2024-07,Paraguay,Mobile_Prepaid,interconnection_commissions,2649254.44
2024-07,Paraguay,Mobile_Postpaid,interconnection_roaming,1617870.76
2024-07,Paraguay,Home,content_programming,4111759.23
2024-07,Paraguay,B2B,interconnection_capacity,1692988.22
2024-07,Paraguay,Tigo_Money,mfs_transaction,362990.84
2024-07,Paraguay,Equipment,device_cogs,1995732.91
2024-08,Paraguay,Mobile_Prepaid,interconnection_commissions,2624115.5
2024-08,Paraguay,Mobile_Postpaid,interconnection_roaming,1623616.0
2024-08,Paraguay,Home,content_programming,4229283.21
2024-08,Paraguay,B2B,interconnection_capacity,1732067.49
2024-08,Paraguay,Tigo_Money,mfs_transaction,359597.16
2024-08,Paraguay,Equipment,device_cogs,1987060.54
2024-09,Paraguay,Mobile_Prepaid,interconnection_commissions,2601554.45
2024-09,Paraguay,Mobile_Postpaid,interconnection_roaming,1605876.88
2024-09,Paraguay,Home,content_programming,4138699.03
2024-09,Paraguay,B2B,interconnection_capacity,1694279.28
2024-09,Paraguay,Tigo_Money,mfs_transaction,355175.97
2024-09,Paraguay,Equipment,device_cogs,1983437.05
2024-10,Paraguay,Mobile_Prepaid,interconnection_commissions,2609328.64
2024-10,Paraguay,Mobile_Postpaid,interconnection_roaming,1638694.28
2024-10,Paraguay,Home,content_programming,4234743.76
2024-10,Paraguay,B2B,interconnection_capacity,1732745.36
2024-10,Paraguay,Tigo_Money,mfs_transaction,357864.99
2024-10,Paraguay,Equipment,device_cogs,2020280.05
2024-11,Paraguay,Mobile_Prepaid,interconnection_commissions,2601645.02
2024-11,Paraguay,Mobile_Postpaid,interconnection_roaming,1615739.18
2024-11,Paraguay,Home,content_programming,4232521.3
2024-11,Paraguay,B2B,interconnection_capacity,1694235.66
2024-11,Paraguay,Tigo_Money,mfs_transaction,351892.13
2024-11,Paraguay,Equipment,device_cogs,1966451.53
2024-12,Paraguay,Mobile_Prepaid,interconnection_commissions,2669060.91
2024-12,Paraguay,Mobile_Postpaid,interconnection_roaming,1598935.37
2024-12,Paraguay,Home,content_programming,4260347.67
2024-12,Paraguay,B2B,interconnection_capacity,1739198.92
2024-12,Paraguay,Tigo_Money,mfs_transaction,368020.27
2024-12,Paraguay,Equipment,device_cogs,1951312.99
2025-01,Paraguay,Mobile_Prepaid,interconnection_commissions,2639431.0
2025-01,Paraguay,Mobile_Postpaid,interconnection_roaming,1664989.53
2025-01,Paraguay,Home,content_programming,4162985.0
2025-01,Paraguay,B2B,interconnection_capacity,1733291.69
2025-01,Paraguay,Tigo_Money,mfs_transaction,370005.77
2025-01,Paraguay,Equipment,device_cogs,1973943.01
2025-02,Paraguay,Mobile_Prepaid,interconnection_commissions,2629380.77
2025-02,Paraguay,Mobile_Postpaid,interconnection_roaming,1608008.73
2025-02,Paraguay,Home,content_programming,4298631.45
2025-02,Paraguay,B2B,interconnection_capacity,1733574.65
2025-02,Paraguay,Tigo_Money,mfs_transaction,368804.25
2025-02,Paraguay,Equipment,device_cogs,2015896.21
2025-03,Paraguay,Mobile_Prepaid,interconnection_commissions,2621318.57
2025-03,Paraguay,Mobile_Postpaid,interconnection_roaming,1610691.13
2025-03,Paraguay,Home,content_programming,4253618.18
2025-03,Paraguay,B2B,interconnection_capacity,1744537.64
2025-03,Paraguay,Tigo_Money,mfs_transaction,371285.82
2025-03,Paraguay,Equipment,device_cogs,1993048.81
2025-04,Paraguay,Mobile_Prepaid,interconnection_commissions,2644542.96
2025-04,Paraguay,Mobile_Postpaid,interconnection_roaming,1644965.53
2025-04,Paraguay,Home,content_programming,4289795.31
2025-04,Paraguay,B2B,interconnection_capacity,1753430.72
2025-04,Paraguay,Tigo_Money,mfs_transaction,361808.08
2025-04,Paraguay,Equipment,device_cogs,1982676.84
2025-05,Paraguay,Mobile_Prepaid,interconnection_commissions,2679210.98
2025-05,Paraguay,Mobile_Postpaid,interconnection_roaming,1588572.97
2025-05,Paraguay,Home,content_programming,4338741.98
2025-05,Paraguay,B2B,interconnection_capacity,1767426.16
2025-05,Paraguay,Tigo_Money,mfs_transaction,365905.35
2025-05,Paraguay,Equipment,device_cogs,2008045.2
2025-06,Paraguay,Mobile_Prepaid,interconnection_commissions,2718744.65
2025-06,Paraguay,Mobile_Postpaid,interconnection_roaming,1629204.25
2025-06,Paraguay,Home,content_programming,4299964.8
2025-06,Paraguay,B2B,interconnection_capacity,1770727.38
2025-06,Paraguay,Tigo_Money,mfs_transaction,371373.09
2025-06,Paraguay,Equipment,device_cogs,2051276.37
2025-07,Paraguay,Mobile_Prepaid,interconnection_commissions,2635845.63
2025-07,Paraguay,Mobile_Postpaid,interconnection_roaming,1619334.26
2025-07,Paraguay,Home,content_programming,4231274.73
2025-07,Paraguay,B2B,interconnection_capacity,1774617.83
2025-07,Paraguay,Tigo_Money,mfs_transaction,373750.75
2025-07,Paraguay,Equipment,device_cogs,2067844.11
2025-08,Paraguay,Mobile_Prepaid,interconnection_commissions,2681557.18
2025-08,Paraguay,Mobile_Postpaid,interconnection_roaming,1658031.05
2025-08,Paraguay,Home,content_programming,4285288.62
2025-08,Paraguay,B2B,interconnection_capacity,1759399.42
2025-08,Paraguay,Tigo_Money,mfs_transaction,376856.25
2025-08,Paraguay,Equipment,device_cogs,2016980.4
2025-09,Paraguay,Mobile_Prepaid,interconnection_commissions,2678517.16
2025-09,Paraguay,Mobile_Postpaid,interconnection_roaming,1692341.38
2025-09,Paraguay,Home,content_programming,4285327.55
2025-09,Paraguay,B2B,interconnection_capacity,1787573.22
2025-09,Paraguay,Tigo_Money,mfs_transaction,370520.1
2025-09,Paraguay,Equipment,device_cogs,2051087.91
2025-10,Paraguay,Mobile_Prepaid,interconnection_commissions,2698976.84
2025-10,Paraguay,Mobile_Postpaid,interconnection_roaming,1662749.51
2025-10,Paraguay,Home,content_programming,4418925.6
2025-10,Paraguay,B2B,interconnection_capacity,1759692.82
2025-10,Paraguay,Tigo_Money,mfs_transaction,373013.54
2025-10,Paraguay,Equipment,device_cogs,1981225.94
2025-11,Paraguay,Mobile_Prepaid,interconnection_commissions,2699967.7
2025-11,Paraguay,Mobile_Postpaid,interconnection_roaming,1662313.03
2025-11,Paraguay,Home,content_programming,4295241.6
2025-11,Paraguay,B2B,interconnection_capacity,1762708.18
2025-11,Paraguay,Tigo_Money,mfs_transaction,369701.5
2025-11,Paraguay,Equipment,device_cogs,2036580.23
2025-12,Paraguay,Mobile_Prepaid,interconnection_commissions,2703212.14
2025-12,Paraguay,Mobile_Postpaid,interconnection_roaming,1676523.94
2025-12,Paraguay,Home,content_programming,4328252.56
2025-12,Paraguay,B2B,interconnection_capacity,1789226.55
2025-12,Paraguay,Tigo_Money,mfs_transaction,367377.75
2025-12,Paraguay,Equipment,device_cogs,2125016.22
2026-01,Paraguay,Mobile_Prepaid,interconnection_commissions,2703552.56
2026-01,Paraguay,Mobile_Postpaid,interconnection_roaming,1676647.33
2026-01,Paraguay,Home,content_programming,4259888.16
2026-01,Paraguay,B2B,interconnection_capacity,1795569.27
2026-01,Paraguay,Tigo_Money,mfs_transaction,376251.97
2026-01,Paraguay,Equipment,device_cogs,2044235.11
2026-02,Paraguay,Mobile_Prepaid,interconnection_commissions,2725558.76
2026-02,Paraguay,Mobile_Postpaid,interconnection_roaming,1687169.72
2026-02,Paraguay,Home,content_programming,4428988.55
2026-02,Paraguay,B2B,interconnection_capacity,1800518.39
2026-02,Paraguay,Tigo_Money,mfs_transaction,379531.95
2026-02,Paraguay,Equipment,device_cogs,2026233.18
2026-03,Paraguay,Mobile_Prepaid,interconnection_commissions,2793408.22
2026-03,Paraguay,Mobile_Postpaid,interconnection_roaming,1663489.9
2026-03,Paraguay,Home,content_programming,4470170.67
2026-03,Paraguay,B2B,interconnection_capacity,1799952.57
2026-03,Paraguay,Tigo_Money,mfs_transaction,382227.45
2026-03,Paraguay,Equipment,device_cogs,2064764.37
2026-04,Paraguay,Mobile_Prepaid,interconnection_commissions,2701787.93
2026-04,Paraguay,Mobile_Postpaid,interconnection_roaming,1718509.04
2026-04,Paraguay,Home,content_programming,4349106.11
2026-04,Paraguay,B2B,interconnection_capacity,1786595.56
2026-04,Paraguay,Tigo_Money,mfs_transaction,374690.34
2026-04,Paraguay,Equipment,device_cogs,2073256.06
2026-05,Paraguay,Mobile_Prepaid,interconnection_commissions,2667226.02
2026-05,Paraguay,Mobile_Postpaid,interconnection_roaming,1719809.76
2026-05,Paraguay,Home,content_programming,4795004.53
2026-05,Paraguay,B2B,interconnection_capacity,1790779.88
2026-05,Paraguay,Tigo_Money,mfs_transaction,377080.19
2026-05,Paraguay,Equipment,device_cogs,2076762.25
2026-06,Paraguay,Mobile_Prepaid,interconnection_commissions,2781660.46
2026-06,Paraguay,Mobile_Postpaid,interconnection_roaming,1686205.92
2026-06,Paraguay,Home,content_programming,4750914.23
2026-06,Paraguay,B2B,interconnection_capacity,1810124.3
2026-06,Paraguay,Tigo_Money,mfs_transaction,381029.01
2026-06,Paraguay,Equipment,device_cogs,2087717.14
