invoice_id,client_id,country,issue_date,due_date,amount_usd,paid_date,status
INV-GT-B2B-008-2025-04,GT-B2B-008,Guatemala,2025-04-05,2025-05-20,1034093.28,2025-05-28,paid
INV-GT-B2B-008-2025-05,GT-B2B-008,Guatemala,2025-05-05,2025-06-19,1080760.39,2025-07-05,paid
INV-GT-B2B-008-2025-06,GT-B2B-008,Guatemala,2025-06-05,2025-07-20,1043446.44,2025-07-27,paid
INV-GT-B2B-008-2025-07,GT-B2B-008,Guatemala,2025-07-05,2025-08-19,1067333.17,2025-08-21,paid
INV-GT-B2B-008-2025-08,GT-B2B-008,Guatemala,2025-08-05,2025-09-19,1054215.26,2025-09-25,paid
INV-GT-B2B-008-2025-09,GT-B2B-008,Guatemala,2025-09-05,2025-10-20,1056445.84,2025-10-22,paid
INV-GT-B2B-008-2025-10,GT-B2B-008,Guatemala,2025-10-05,2025-11-19,1019525.85,2025-11-19,paid
INV-GT-B2B-008-2025-11,GT-B2B-008,Guatemala,2025-11-05,2025-12-20,1031772.51,2025-12-24,paid
INV-GT-B2B-008-2025-12,GT-B2B-008,Guatemala,2025-12-05,2026-01-19,1051543.35,2026-02-04,paid
INV-GT-B2B-008-2026-01,GT-B2B-008,Guatemala,2026-01-05,2026-02-19,1084088.48,2026-02-20,paid
INV-GT-B2B-008-2026-02,GT-B2B-008,Guatemala,2026-02-05,2026-03-22,1070440.99,2026-03-26,paid
INV-GT-B2B-008-2026-03,GT-B2B-008,Guatemala,2026-03-05,2026-04-19,1059636.72,2026-05-06,paid
INV-GT-B2B-008-2026-04,GT-B2B-008,Guatemala,2026-04-05,2026-05-20,1081656.56,2026-06-09,paid
INV-GT-B2B-008-2026-05,GT-B2B-008,Guatemala,2026-05-05,2026-06-19,1094047.59,2026-07-13,open
INV-GT-B2B-008-2026-06,GT-B2B-008,Guatemala,2026-06-05,2026-07-20,1073829.07,2026-09-05,open
INV-GT-B2B-009-2024-01,GT-B2B-009,Guatemala,2024-01-05,2024-03-05,859852.39,2024-03-18,paid
INV-GT-B2B-009-2024-02,GT-B2B-009,Guatemala,2024-02-05,2024-04-05,859736.91,2024-04-14,paid
INV-GT-B2B-009-2024-03,GT-B2B-009,Guatemala,2024-03-05,2024-05-04,859333.62,2024-05-09,paid
INV-GT-B2B-009-2024-04,GT-B2B-009,Guatemala,2024-04-05,2024-06-04,849119.67,2024-06-12,paid
INV-GT-B2B-009-2024-05,GT-B2B-009,Guatemala,2024-05-05,2024-07-04,850016.63,2024-07-13,paid
INV-GT-B2B-009-2024-06,GT-B2B-009,Guatemala,2024-06-05,2024-08-04,885798.31,2024-08-12,paid
INV-GT-B2B-009-2024-07,GT-B2B-009,Guatemala,2024-07-05,2024-09-03,863985.03,2024-09-11,paid
INV-GT-B2B-009-2024-08,GT-B2B-009,Guatemala,2024-08-05,2024-10-04,865756.63,2024-10-15,paid
INV-GT-B2B-009-2024-09,GT-B2B-009,Guatemala,2024-09-05,2024-11-04,841887.22,2024-11-08,paid
INV-GT-B2B-009-2024-10,GT-B2B-009,Guatemala,2024-10-05,2024-12-04,841305.47,2024-12-04,paid
INV-GT-B2B-009-2024-11,GT-B2B-009,Guatemala,2024-11-05,2025-01-04,901937.46,2025-01-14,paid
INV-GT-B2B-009-2024-12,GT-B2B-009,Guatemala,2024-12-05,2025-02-03,867291.57,2025-02-03,paid
INV-GT-B2B-009-2025-01,GT-B2B-009,Guatemala,2025-01-05,2025-03-06,831283.69,2025-03-09,paid
INV-GT-B2B-009-2025-02,GT-B2B-009,Guatemala,2025-02-05,2025-04-06,928125.43,2025-04-14,paid
INV-GT-B2B-009-2025-03,GT-B2B-009,Guatemala,2025-03-05,2025-05-04,876611.59,2025-05-12,paid
INV-GT-B2B-009-2025-04,GT-B2B-009,Guatemala,2025-04-05,2025-06-04,861377.78,2025-06-09,paid
INV-GT-B2B-009-2025-05,GT-B2B-009,Guatemala,2025-05-05,2025-07-04,892689.46,2025-07-10,paid
INV-GT-B2B-009-2025-06,GT-B2B-009,Guatemala,2025-06-05,2025-08-04,907380.81,2025-08-12,paid
INV-GT-B2B-009-2025-07,GT-B2B-009,Guatemala,2025-07-05,2025-09-03,907423.71,2025-09-06,paid
INV-GT-B2B-009-2025-08,GT-B2B-009,Guatemala,2025-08-05,2025-10-04,913877.16,2025-10-18,paid
INV-GT-B2B-009-2025-09,GT-B2B-009,Guatemala,2025-09-05,2025-11-04,882566.16,2025-11-06,paid
INV-GT-B2B-009-2025-10,GT-B2B-009,Guatemala,2025-10-05,2025-12-04,926532.67,2025-12-09,paid
INV-GT-B2B-009-2025-11,GT-B2B-009,Guatemala,2025-11-05,2026-01-04,930113.79,2026-01-08,paid
INV-GT-B2B-009-2025-12,GT-B2B-009,Guatemala,2025-12-05,2026-02-03,933394.83,2026-02-10,paid
INV-GT-B2B-009-2026-01,GT-B2B-009,Guatemala,2026-01-05,2026-03-06,913596.35,2026-03-20,paid
INV-GT-B2B-009-2026-02,GT-B2B-009,Guatemala,2026-02-05,2026-04-06,904593.56,2026-04-07,paid
INV-GT-B2B-009-2026-03,GT-B2B-009,Guatemala,2026-03-05,2026-05-04,905282.22,2026-05-22,paid
INV-GT-B2B-009-2026-04,GT-B2B-009,Guatemala,2026-04-05,2026-06-04,887492.19,2026-06-29,paid
INV-GT-B2B-009-2026-05,GT-B2B-009,Guatemala,2026-05-05,2026-07-04,908174.33,2026-08-09,open
INV-GT-B2B-009-2026-06,GT-B2B-009,Guatemala,2026-06-05,2026-08-04,877277.58,2026-09-03,open
INV-GT-B2B-010-2024-01,GT-B2B-010,Guatemala,2024-01-05,2024-02-04,689694.14,2024-02-06,paid
INV-GT-B2B-010-2024-02,GT-B2B-010,Guatemala,2024-02-05,2024-03-06,718688.32,2024-03-11,paid
INV-GT-B2B-010-2024-03,GT-B2B-010,Guatemala,2024-03-05,2024-04-04,713301.21,2024-04-09,paid
INV-GT-B2B-010-2024-04,GT-B2B-010,Guatemala,2024-04-05,2024-05-05,721646.92,2024-05-06,paid
INV-GT-B2B-010-2024-05,GT-B2B-010,Guatemala,2024-05-05,2024-06-04,730772.43,2024-06-13,paid
INV-GT-B2B-010-2024-06,GT-B2B-010,Guatemala,2024-06-05,2024-07-05,727899.32,2024-07-14,paid
INV-GT-B2B-010-2024-07,GT-B2B-010,Guatemala,2024-07-05,2024-08-04,728426.86,2024-08-20,paid
INV-GT-B2B-010-2024-08,GT-B2B-010,Guatemala,2024-08-05,2024-09-04,724668.17,2024-09-08,paid
INV-GT-B2B-010-2024-09,GT-B2B-010,Guatemala,2024-09-05,2024-10-05,716861.08,2024-10-06,paid
INV-GT-B2B-010-2024-10,GT-B2B-010,Guatemala,2024-10-05,2024-11-04,711631.39,2024-11-06,paid
INV-GT-B2B-010-2024-11,GT-B2B-010,Guatemala,2024-11-05,2024-12-05,730356.5,2024-12-13,paid
INV-GT-B2B-010-2024-12,GT-B2B-010,Guatemala,2024-12-05,2025-01-04,733968.49,2025-01-06,paid
INV-GT-B2B-010-2025-01,GT-B2B-010,Guatemala,2025-01-05,2025-02-04,748404.67,2025-02-14,paid
INV-GT-B2B-010-2025-02,GT-B2B-010,Guatemala,2025-02-05,2025-03-07,734539.71,2025-03-10,paid
INV-GT-B2B-010-2025-03,GT-B2B-010,Guatemala,2025-03-05,2025-04-04,746878.46,2025-04-11,paid
INV-GT-B2B-010-2025-04,GT-B2B-010,Guatemala,2025-04-05,2025-05-05,719436.48,2025-05-11,paid
INV-GT-B2B-010-2025-05,GT-B2B-010,Guatemala,2025-05-05,2025-06-04,746330.39,2025-06-06,paid
INV-GT-B2B-010-2025-06,GT-B2B-010,Guatemala,2025-06-05,2025-07-05,747116.71,2025-07-05,paid
INV-GT-B2B-010-2025-07,GT-B2B-010,Guatemala,2025-07-05,2025-08-04,766354.72,2025-08-16,paid
INV-GT-B2B-010-2025-08,GT-B2B-010,Guatemala,2025-08-05,2025-09-04,744243.27,2025-09-12,paid
INV-GT-B2B-010-2025-09,GT-B2B-010,Guatemala,2025-09-05,2025-10-05,714595.57,2025-10-05,paid
INV-GT-B2B-010-2025-10,GT-B2B-010,Guatemala,2025-10-05,2025-11-04,747352.15,2025-11-05,paid
INV-GT-B2B-010-2025-11,GT-B2B-010,Guatemala,2025-11-05,2025-12-05,764480.77,2025-12-21,paid
INV-GT-B2B-010-2025-12,GT-B2B-010,Guatemala,2025-12-05,2026-01-04,737948.12,2026-01-06,paid
INV-GT-B2B-010-2026-01,GT-B2B-010,Guatemala,2026-01-05,2026-02-04,760983.5,2026-02-18,paid
INV-GT-B2B-010-2026-02,GT-B2B-010,Guatemala,2026-02-05,2026-03-07,740964.04,2026-03-14,paid
INV-GT-B2B-010-2026-03,GT-B2B-010,Guatemala,2026-03-05,2026-04-04,789438.9,2026-04-14,paid
INV-GT-B2B-010-2026-04,GT-B2B-010,Guatemala,2026-04-05,2026-05-05,743799.84,2026-05-25,paid
INV-GT-B2B-010-2026-05,GT-B2B-010,Guatemala,2026-05-05,2026-06-04,757087.21,2026-07-08,open
INV-GT-B2B-010-2026-06,GT-B2B-010,Guatemala,2026-06-05,2026-07-05,770639.2,2026-08-02,open
INV-GT-B2B-011-2024-01,GT-B2B-011,Guatemala,2024-01-05,2024-02-19,576596.22,2024-02-22,paid
INV-GT-B2B-011-2024-02,GT-B2B-011,Guatemala,2024-02-05,2024-03-21,586879.7,2024-03-24,paid
INV-GT-B2B-011-2024-03,GT-B2B-011,Guatemala,2024-03-05,2024-04-19,566283.87,2024-04-28,paid
INV-GT-B2B-011-2024-04,GT-B2B-011,Guatemala,2024-04-05,2024-05-20,583814.44,2024-05-28,paid
INV-GT-B2B-011-2024-05,GT-B2B-011,Guatemala,2024-05-05,2024-06-19,557303.29,2024-06-28,paid
INV-GT-B2B-011-2024-06,GT-B2B-011,Guatemala,2024-06-05,2024-07-20,566021.62,2024-07-27,paid
INV-GT-B2B-011-2024-07,GT-B2B-011,Guatemala,2024-07-05,2024-08-19,563034.34,2024-08-27,paid
INV-GT-B2B-011-2024-08,GT-B2B-011,Guatemala,2024-08-05,2024-09-19,571451.84,2024-09-19,paid
INV-GT-B2B-011-2024-09,GT-B2B-011,Guatemala,2024-09-05,2024-10-20,590568.41,2024-10-27,paid
INV-GT-B2B-011-2024-10,GT-B2B-011,Guatemala,2024-10-05,2024-11-19,576529.45,2024-12-02,paid
INV-GT-B2B-011-2024-11,GT-B2B-011,Guatemala,2024-11-05,2024-12-20,579977.77,2024-12-26,paid
INV-GT-B2B-011-2024-12,GT-B2B-011,Guatemala,2024-12-05,2025-01-19,589737.77,2025-01-22,paid
INV-GT-B2B-011-2025-01,GT-B2B-011,Guatemala,2025-01-05,2025-02-19,593608.09,2025-02-22,paid
INV-GT-B2B-011-2025-02,GT-B2B-011,Guatemala,2025-02-05,2025-03-22,584677.67,2025-04-04,paid
INV-GT-B2B-011-2025-03,GT-B2B-011,Guatemala,2025-03-05,2025-04-19,578812.52,2025-04-19,paid
INV-GT-B2B-011-2025-04,GT-B2B-011,Guatemala,2025-04-05,2025-05-20,611861.51,2025-06-08,paid
INV-GT-B2B-011-2025-05,GT-B2B-011,Guatemala,2025-05-05,2025-06-19,589148.77,2025-06-19,paid
INV-GT-B2B-011-2025-06,GT-B2B-011,Guatemala,2025-06-05,2025-07-20,591742.35,2025-07-25,paid
INV-GT-B2B-011-2025-07,GT-B2B-011,Guatemala,2025-07-05,2025-08-19,594653.81,2025-08-19,paid
INV-GT-B2B-011-2025-08,GT-B2B-011,Guatemala,2025-08-05,2025-09-19,605385.82,2025-09-28,paid
INV-GT-B2B-011-2025-09,GT-B2B-011,Guatemala,2025-09-05,2025-10-20,582240.46,2025-10-29,paid
INV-GT-B2B-011-2025-10,GT-B2B-011,Guatemala,2025-10-05,2025-11-19,626608.67,2025-11-26,paid
INV-GT-B2B-011-2025-11,GT-B2B-011,Guatemala,2025-11-05,2025-12-20,598854.64,2025-12-25,paid
INV-GT-B2B-011-2025-12,GT-B2B-011,Guatemala,2025-12-05,2026-01-19,611899.11,2026-01-19,paid
INV-GT-B2B-011-2026-01,GT-B2B-011,Guatemala,2026-01-05,2026-02-19,607922.23,2026-02-23,paid
INV-GT-B2B-011-2026-02,GT-B2B-011,Guatemala,2026-02-05,2026-03-22,630310.49,2026-03-27,paid
INV-GT-B2B-011-2026-03,GT-B2B-011,Guatemala,2026-03-05,2026-04-19,629616.35,2026-04-29,paid
INV-GT-B2B-011-2026-04,GT-B2B-011,Guatemala,2026-04-05,2026-05-20,617695.1,2026-06-13,paid
INV-GT-B2B-011-2026-05,GT-B2B-011,Guatemala,2026-05-05,2026-06-19,601463.43,2026-07-20,open
INV-GT-B2B-011-2026-06,GT-B2B-011,Guatemala,2026-06-05,2026-07-20,628599.25,2026-08-21,open
INV-GT-B2B-012-2024-01,GT-B2B-012,Guatemala,2024-01-05,2024-03-05,413771.01,2024-03-11,paid
INV-GT-B2B-012-2024-02,GT-B2B-012,Guatemala,2024-02-05,2024-04-05,421407.53,2024-04-09,paid
INV-GT-B2B-012-2024-03,GT-B2B-012,Guatemala,2024-03-05,2024-05-04,429453.71,2024-05-04,paid
INV-GT-B2B-012-2024-04,GT-B2B-012,Guatemala,2024-04-05,2024-06-04,417518.74,2024-06-12,paid
INV-GT-B2B-012-2024-05,GT-B2B-012,Guatemala,2024-05-05,2024-07-04,427812.54,2024-07-04,paid
INV-GT-B2B-012-2024-06,GT-B2B-012,Guatemala,2024-06-05,2024-08-04,440245.81,2024-08-11,paid
INV-GT-B2B-012-2024-07,GT-B2B-012,Guatemala,2024-07-05,2024-09-03,428313.64,2024-09-03,paid
INV-GT-B2B-012-2024-08,GT-B2B-012,Guatemala,2024-08-05,2024-10-04,442901.0,2024-10-12,paid
INV-GT-B2B-012-2024-09,GT-B2B-012,Guatemala,2024-09-05,2024-11-04,457958.72,2024-11-12,paid
INV-GT-B2B-012-2024-10,GT-B2B-012,Guatemala,2024-10-05,2024-12-04,441146.91,2024-12-09,paid
INV-GT-B2B-012-2024-11,GT-B2B-012,Guatemala,2024-11-05,2025-01-04,446061.25,2025-01-13,paid
INV-GT-B2B-012-2024-12,GT-B2B-012,Guatemala,2024-12-05,2025-02-03,451083.35,2025-02-06,paid
INV-GT-B2B-012-2025-01,GT-B2B-012,Guatemala,2025-01-05,2025-03-06,437206.83,2025-03-10,paid
INV-GT-B2B-012-2025-02,GT-B2B-012,Guatemala,2025-02-05,2025-04-06,449181.68,2025-04-19,paid
INV-GT-B2B-012-2025-03,GT-B2B-012,Guatemala,2025-03-05,2025-05-04,439189.71,2025-05-08,paid
INV-GT-B2B-012-2025-04,GT-B2B-012,Guatemala,2025-04-05,2025-06-04,447146.69,2025-06-09,paid
INV-GT-B2B-012-2025-05,GT-B2B-012,Guatemala,2025-05-05,2025-07-04,454020.85,2025-07-04,paid
INV-GT-B2B-012-2025-06,GT-B2B-012,Guatemala,2025-06-05,2025-08-04,439248.28,2025-08-06,paid
INV-GT-B2B-012-2025-07,GT-B2B-012,Guatemala,2025-07-05,2025-09-03,427386.47,2025-09-04,paid
INV-GT-B2B-012-2025-08,GT-B2B-012,Guatemala,2025-08-05,2025-10-04,440667.03,2025-10-09,paid
INV-GT-B2B-012-2025-09,GT-B2B-012,Guatemala,2025-09-05,2025-11-04,460056.3,2025-11-09,paid
INV-GT-B2B-012-2025-10,GT-B2B-012,Guatemala,2025-10-05,2025-12-04,441849.87,2025-12-10,paid
INV-GT-B2B-012-2025-11,GT-B2B-012,Guatemala,2025-11-05,2026-01-04,461769.94,2026-01-05,paid
INV-GT-B2B-012-2025-12,GT-B2B-012,Guatemala,2025-12-05,2026-02-03,445131.04,2026-02-12,paid
INV-GT-B2B-012-2026-01,GT-B2B-012,Guatemala,2026-01-05,2026-03-06,452436.02,2026-03-15,paid
INV-GT-B2B-012-2026-02,GT-B2B-012,Guatemala,2026-02-05,2026-04-06,455456.87,2026-04-16,paid
INV-GT-B2B-012-2026-03,GT-B2B-012,Guatemala,2026-03-05,2026-05-04,447362.52,2026-05-20,paid
INV-GT-B2B-012-2026-04,GT-B2B-012,Guatemala,2026-04-05,2026-06-04,455936.67,2026-06-20,paid
INV-GT-B2B-012-2026-05,GT-B2B-012,Guatemala,2026-05-05,2026-07-04,444875.76,2026-08-06,open
INV-GT-B2B-012-2026-06,GT-B2B-012,Guatemala,2026-06-05,2026-08-04,456935.59,2026-09-02,open
INV-GT-B2B-013-2024-01,GT-B2B-013,Guatemala,2024-01-05,2024-02-04,284793.19,2024-02-16,paid
INV-GT-B2B-013-2024-02,GT-B2B-013,Guatemala,2024-02-05,2024-03-06,273299.69,2024-03-06,paid
INV-GT-B2B-013-2024-03,GT-B2B-013,Guatemala,2024-03-05,2024-04-04,281525.46,2024-04-17,paid
INV-GT-B2B-013-2024-04,GT-B2B-013,Guatemala,2024-04-05,2024-05-05,289116.36,2024-05-15,paid
INV-GT-B2B-013-2024-05,GT-B2B-013,Guatemala,2024-05-05,2024-06-04,281708.02,2024-06-04,paid
INV-GT-B2B-013-2024-06,GT-B2B-013,Guatemala,2024-06-05,2024-07-05,291525.51,2024-07-11,paid
INV-GT-B2B-013-2024-07,GT-B2B-013,Guatemala,2024-07-05,2024-08-04,292844.84,2024-08-09,paid
INV-GT-B2B-013-2024-08,GT-B2B-013,Guatemala,2024-08-05,2024-09-04,291992.43,2024-09-11,paid
INV-GT-B2B-013-2024-09,GT-B2B-013,Guatemala,2024-09-05,2024-10-05,295662.1,2024-10-15,paid
INV-GT-B2B-013-2024-10,GT-B2B-013,Guatemala,2024-10-05,2024-11-04,282523.39,2024-11-04,paid
INV-GT-B2B-013-2024-11,GT-B2B-013,Guatemala,2024-11-05,2024-12-05,298476.31,2024-12-17,paid
INV-GT-B2B-013-2024-12,GT-B2B-013,Guatemala,2024-12-05,2025-01-04,287361.23,2025-01-04,paid
INV-GT-B2B-013-2025-01,GT-B2B-013,Guatemala,2025-01-05,2025-02-04,294603.42,2025-02-15,paid
INV-GT-B2B-013-2025-02,GT-B2B-013,Guatemala,2025-02-05,2025-03-07,305545.34,2025-03-16,paid
INV-GT-B2B-013-2025-03,GT-B2B-013,Guatemala,2025-03-05,2025-04-04,293303.77,2025-04-06,paid
INV-GT-B2B-013-2025-04,GT-B2B-013,Guatemala,2025-04-05,2025-05-05,296299.0,2025-05-10,paid
INV-GT-B2B-013-2025-05,GT-B2B-013,Guatemala,2025-05-05,2025-06-04,291003.58,2025-06-20,paid
INV-GT-B2B-013-2025-06,GT-B2B-013,Guatemala,2025-06-05,2025-07-05,308535.58,2025-07-17,paid
INV-GT-B2B-013-2025-07,GT-B2B-013,Guatemala,2025-07-05,2025-08-04,293012.04,2025-08-14,paid
INV-GT-B2B-013-2025-08,GT-B2B-013,Guatemala,2025-08-05,2025-09-04,303056.76,2025-09-12,paid
INV-GT-B2B-013-2025-09,GT-B2B-013,Guatemala,2025-09-05,2025-10-05,307543.87,2025-10-14,paid
INV-GT-B2B-013-2025-10,GT-B2B-013,Guatemala,2025-10-05,2025-11-04,305186.06,2025-11-13,paid
INV-GT-B2B-013-2025-11,GT-B2B-013,Guatemala,2025-11-05,2025-12-05,303515.91,2025-12-05,paid
INV-GT-B2B-013-2025-12,GT-B2B-013,Guatemala,2025-12-05,2026-01-04,302713.71,2026-01-07,paid
INV-GT-B2B-013-2026-01,GT-B2B-013,Guatemala,2026-01-05,2026-02-04,295306.9,2026-02-18,paid
INV-GT-B2B-013-2026-02,GT-B2B-013,Guatemala,2026-02-05,2026-03-07,314407.14,2026-03-20,paid
INV-GT-B2B-013-2026-03,GT-B2B-013,Guatemala,2026-03-05,2026-04-04,306038.22,2026-04-27,paid
INV-GT-B2B-013-2026-04,GT-B2B-013,Guatemala,2026-04-05,2026-05-05,305314.89,2026-05-28,paid
INV-GT-B2B-013-2026-05,GT-B2B-013,Guatemala,2026-05-05,2026-06-04,299384.91,2026-07-06,open
INV-GT-B2B-013-2026-06,GT-B2B-013,Guatemala,2026-06-05,2026-07-05,307140.13,2026-08-02,open
INV-GT-B2B-014-2024-01,GT-B2B-014,Guatemala,2024-01-05,2024-02-19,142524.76,2024-02-25,paid
INV-GT-B2B-014-2024-02,GT-B2B-014,Guatemala,2024-02-05,2024-03-21,148263.01,2024-03-31,paid
INV-GT-B2B-014-2024-03,GT-B2B-014,Guatemala,2024-03-05,2024-04-19,143417.84,2024-04-26,paid
INV-GT-B2B-014-2024-04,GT-B2B-014,Guatemala,2024-04-05,2024-05-20,143870.64,2024-05-25,paid
INV-GT-B2B-014-2024-05,GT-B2B-014,Guatemala,2024-05-05,2024-06-19,141016.75,2024-06-24,paid
INV-GT-B2B-014-2024-06,GT-B2B-014,Guatemala,2024-06-05,2024-07-20,142323.42,2024-07-20,paid
INV-GT-B2B-014-2024-07,GT-B2B-014,Guatemala,2024-07-05,2024-08-19,146312.59,2024-08-27,paid
INV-GT-B2B-014-2024-08,GT-B2B-014,Guatemala,2024-08-05,2024-09-19,140089.8,2024-09-24,paid
INV-GT-B2B-014-2024-09,GT-B2B-014,Guatemala,2024-09-05,2024-10-20,148476.8,2024-10-31,paid
INV-GT-B2B-014-2024-10,GT-B2B-014,Guatemala,2024-10-05,2024-11-19,148937.73,2024-11-25,paid
INV-GT-B2B-014-2024-11,GT-B2B-014,Guatemala,2024-11-05,2024-12-20,143826.48,2024-12-21,paid
INV-GT-B2B-014-2024-12,GT-B2B-014,Guatemala,2024-12-05,2025-01-19,147657.8,2025-01-27,paid
INV-GT-B2B-014-2025-01,GT-B2B-014,Guatemala,2025-01-05,2025-02-19,150844.4,2025-03-02,paid
INV-GT-B2B-014-2025-02,GT-B2B-014,Guatemala,2025-02-05,2025-03-22,146988.53,2025-03-22,paid
INV-GT-B2B-014-2025-03,GT-B2B-014,Guatemala,2025-03-05,2025-04-19,146806.27,2025-04-26,paid
INV-GT-B2B-014-2025-04,GT-B2B-014,Guatemala,2025-04-05,2025-05-20,147518.15,2025-05-23,paid
INV-GT-B2B-014-2025-05,GT-B2B-014,Guatemala,2025-05-05,2025-06-19,149238.76,2025-06-22,paid
INV-GT-B2B-014-2025-06,GT-B2B-014,Guatemala,2025-06-05,2025-07-20,146998.93,2025-07-28,paid
INV-GT-B2B-014-2025-07,GT-B2B-014,Guatemala,2025-07-05,2025-08-19,148034.25,2025-08-26,paid
INV-GT-B2B-014-2025-08,GT-B2B-014,Guatemala,2025-08-05,2025-09-19,150421.97,2025-09-19,paid
INV-GT-B2B-014-2025-09,GT-B2B-014,Guatemala,2025-09-05,2025-10-20,148539.73,2025-11-02,paid
INV-GT-B2B-014-2025-10,GT-B2B-014,Guatemala,2025-10-05,2025-11-19,146897.13,2025-11-19,paid
INV-GT-B2B-014-2025-11,GT-B2B-014,Guatemala,2025-11-05,2025-12-20,145217.72,2025-12-26,paid
INV-GT-B2B-014-2025-12,GT-B2B-014,Guatemala,2025-12-05,2026-01-19,151197.4,2026-01-24,paid
INV-GT-B2B-014-2026-01,GT-B2B-014,Guatemala,2026-01-05,2026-02-19,155205.27,2026-02-19,paid
INV-GT-B2B-014-2026-02,GT-B2B-014,Guatemala,2026-02-05,2026-03-22,153067.71,2026-04-05,paid
INV-GT-B2B-014-2026-03,GT-B2B-014,Guatemala,2026-03-05,2026-04-19,148844.62,2026-05-03,paid
INV-GT-B2B-014-2026-04,GT-B2B-014,Guatemala,2026-04-05,2026-05-20,150339.73,2026-06-07,paid
INV-GT-B2B-014-2026-05,GT-B2B-014,Guatemala,2026-05-05,2026-06-19,152007.08,2026-07-26,open
INV-GT-B2B-014-2026-06,GT-B2B-014,Guatemala,2026-06-05,2026-07-20,159126.09,2026-08-21,open
INV-CO-B2B-001-2024-01,CO-B2B-001,Colombia,2024-01-05,2024-02-04,3371698.2,2024-02-10,paid
INV-CO-B2B-001-2024-02,CO-B2B-001,Colombia,2024-02-05,2024-03-06,3369909.98,2024-03-12,paid
INV-CO-B2B-001-2024-03,CO-B2B-001,Colombia,2024-03-05,2024-04-04,3270458.69,2024-04-12,paid
INV-CO-B2B-001-2024-04,CO-B2B-001,Colombia,2024-04-05,2024-05-05,3484703.79,2024-05-15,paid
INV-CO-B2B-001-2024-05,CO-B2B-001,Colombia,2024-05-05,2024-06-04,3232182.35,2024-06-15,paid
INV-CO-B2B-001-2024-06,CO-B2B-001,Colombia,2024-06-05,2024-07-05,3262726.12,2024-07-09,paid
INV-CO-B2B-001-2024-07,CO-B2B-001,Colombia,2024-07-05,2024-08-04,3355056.59,2024-08-10,paid
INV-CO-B2B-001-2024-08,CO-B2B-001,Colombia,2024-08-05,2024-09-04,3321329.02,2024-09-10,paid
INV-CO-B2B-001-2024-09,CO-B2B-001,Colombia,2024-09-05,2024-10-05,3333497.44,2024-10-13,paid
INV-CO-B2B-001-2024-10,CO-B2B-001,Colombia,2024-10-05,2024-11-04,3193277.8,2024-11-13,paid
INV-CO-B2B-001-2024-11,CO-B2B-001,Colombia,2024-11-05,2024-12-05,3262989.32,2024-12-05,paid
INV-CO-B2B-001-2024-12,CO-B2B-001,Colombia,2024-12-05,2025-01-04,3332133.49,2025-01-10,paid
INV-CO-B2B-001-2025-01,CO-B2B-001,Colombia,2025-01-05,2025-02-04,3298301.93,2025-02-14,paid
INV-CO-B2B-001-2025-02,CO-B2B-001,Colombia,2025-02-05,2025-03-07,3263927.65,2025-03-11,paid
INV-CO-B2B-001-2025-03,CO-B2B-001,Colombia,2025-03-05,2025-04-04,3322023.78,2025-04-10,paid
INV-CO-B2B-001-2025-04,CO-B2B-001,Colombia,2025-04-05,2025-05-05,3388359.29,2025-05-06,paid
INV-CO-B2B-001-2025-05,CO-B2B-001,Colombia,2025-05-05,2025-06-04,3427225.59,2025-06-10,paid
INV-CO-B2B-001-2025-06,CO-B2B-001,Colombia,2025-06-05,2025-07-05,3260639.59,2025-07-05,paid
INV-CO-B2B-001-2025-07,CO-B2B-001,Colombia,2025-07-05,2025-08-04,3394012.29,2025-08-09,paid
INV-CO-B2B-001-2025-08,CO-B2B-001,Colombia,2025-08-05,2025-09-04,3396303.56,2025-09-10,paid
INV-CO-B2B-001-2025-09,CO-B2B-001,Colombia,2025-09-05,2025-10-05,3427270.36,2025-10-16,paid
INV-CO-B2B-001-2025-10,CO-B2B-001,Colombia,2025-10-05,2025-11-04,3345204.13,2025-11-04,paid
INV-CO-B2B-001-2025-11,CO-B2B-001,Colombia,2025-11-05,2025-12-05,3354759.95,2025-12-12,paid
INV-CO-B2B-001-2025-12,CO-B2B-001,Colombia,2025-12-05,2026-01-04,3524161.45,2026-01-08,paid
INV-CO-B2B-001-2026-01,CO-B2B-001,Colombia,2026-01-05,2026-02-04,3277911.42,2026-02-04,paid
INV-CO-B2B-001-2026-02,CO-B2B-001,Colombia,2026-02-05,2026-03-07,3397624.8,2026-03-10,paid
INV-CO-B2B-001-2026-03,CO-B2B-001,Colombia,2026-03-05,2026-04-04,3435170.1,2026-04-10,paid
INV-CO-B2B-001-2026-04,CO-B2B-001,Colombia,2026-04-05,2026-05-05,3450420.71,2026-05-16,paid
INV-CO-B2B-001-2026-05,CO-B2B-001,Colombia,2026-05-05,2026-06-04,3433937.73,2026-06-06,paid
INV-CO-B2B-001-2026-06,CO-B2B-001,Colombia,2026-06-05,2026-07-05,3522962.89,2026-07-05,open
INV-CO-B2B-002-2024-01,CO-B2B-002,Colombia,2024-01-05,2024-02-19,2113091.68,2024-02-26,paid
INV-CO-B2B-002-2024-02,CO-B2B-002,Colombia,2024-02-05,2024-03-21,2095739.19,2024-04-04,paid
INV-CO-B2B-002-2024-03,CO-B2B-002,Colombia,2024-03-05,2024-04-19,2081123.53,2024-05-05,paid
