month,country,category,committed_usd,spent_usd
2025-06,Colombia,it_digital,1940974.91,1687804.27
2025-06,Colombia,cpe,1532466.01,1332579.14
2025-06,Colombia,spectrum_licenses,1040447.86,904737.27
2025-06,Guatemala,ran_access,5955643.06,5178820.05
2025-06,Guatemala,fiber_transport,4023187.0,3498423.48
2025-06,Guatemala,core,2064566.29,1795275.03
2025-06,Guatemala,it_digital,1964525.06,1708282.66
2025-06,Guatemala,cpe,1629901.74,1417305.86
2025-06,Guatemala,spectrum_licenses,1086140.3,944469.82
2025-06,Panama,ran_access,3105165.01,2700143.49
2025-06,Panama,fiber_transport,1962695.99,1706692.16
2025-06,Panama,core,1029487.03,895206.11
2025-06,Panama,it_digital,996530.15,866547.96
2025-06,Panama,cpe,798570.11,694408.79
2025-06,Panama,spectrum_licenses,526227.03,457588.72
2025-06,Paraguay,ran_access,2134594.21,1856168.88
2025-06,Paraguay,fiber_transport,1455256.35,1265440.31
2025-06,Paraguay,core,711270.18,618495.81
2025-06,Paraguay,it_digital,731313.04,635924.38
2025-06,Paraguay,cpe,572864.54,498143.08
2025-06,Paraguay,spectrum_licenses,378771.52,329366.54
2025-07,Bolivia,ran_access,2328416.65,2024710.13
2025-07,Bolivia,fiber_transport,1572538.39,1367424.69
2025-07,Bolivia,core,779060.2,677443.65
2025-07,Bolivia,it_digital,782709.62,680617.06
2025-07,Bolivia,cpe,632416.49,549927.38
2025-07,Bolivia,spectrum_licenses,424060.56,368748.31
2025-07,Colombia,ran_access,5692285.82,4949813.76
2025-07,Colombia,fiber_transport,3753297.87,3263737.28
2025-07,Colombia,core,1908452.02,1659523.49
2025-07,Colombia,it_digital,1919780.35,1669374.22
2025-07,Colombia,cpe,1491968.82,1297364.19
2025-07,Colombia,spectrum_licenses,1003188.32,872337.67
2025-07,Guatemala,ran_access,5974941.05,5195600.91
2025-07,Guatemala,fiber_transport,4013965.26,3490404.57
2025-07,Guatemala,core,1990397.24,1730780.21
2025-07,Guatemala,it_digital,2034714.18,1769316.68
2025-07,Guatemala,cpe,1572283.78,1367203.28
2025-07,Guatemala,spectrum_licenses,1048588.85,911816.39
2025-07,Panama,ran_access,3006500.33,2614348.12
2025-07,Panama,fiber_transport,2009096.57,1747040.5
2025-07,Panama,core,985459.85,856921.61
2025-07,Panama,it_digital,998073.39,867889.91
2025-07,Panama,cpe,800926.22,696457.58
2025-07,Panama,spectrum_licenses,534012.86,464359.01
2025-07,Paraguay,ran_access,2157654.71,1876221.49
2025-07,Paraguay,fiber_transport,1420991.46,1235644.75
2025-07,Paraguay,core,733666.21,637970.61
2025-07,Paraguay,it_digital,722855.75,628570.22
2025-07,Paraguay,cpe,567157.12,493180.1
2025-07,Paraguay,spectrum_licenses,383253.11,333263.57
2025-08,Bolivia,ran_access,2335620.3,2030974.17
2025-08,Bolivia,fiber_transport,1582764.49,1376316.95
2025-08,Bolivia,core,770126.3,669675.05
2025-08,Bolivia,it_digital,786089.26,683555.88
2025-08,Bolivia,cpe,622064.97,540926.06
2025-08,Bolivia,spectrum_licenses,423826.9,368545.13
2025-08,Colombia,ran_access,5867431.93,5102114.72
2025-08,Colombia,fiber_transport,3847960.46,3346052.57
2025-08,Colombia,core,1910771.62,1661540.54
2025-08,Colombia,it_digital,1932936.74,1680814.56
2025-08,Colombia,cpe,1530494.81,1330865.05
2025-08,Colombia,spectrum_licenses,1049209.83,912356.37
2025-08,Guatemala,ran_access,6049019.99,5260017.38
2025-08,Guatemala,fiber_transport,4003501.99,3481306.08
2025-08,Guatemala,core,2000131.06,1739244.4
2025-08,Guatemala,it_digital,1977654.21,1719699.31
2025-08,Guatemala,cpe,1624681.46,1412766.48
2025-08,Guatemala,spectrum_licenses,1060985.41,922596.01
2025-08,Panama,ran_access,3083588.66,2681381.44
2025-08,Panama,fiber_transport,1983301.16,1724609.71
2025-08,Panama,core,1013001.98,880871.29
2025-08,Panama,it_digital,1028666.1,894492.26
2025-08,Panama,cpe,783160.44,681009.08
2025-08,Panama,spectrum_licenses,555812.03,483314.81
2025-08,Paraguay,ran_access,2155839.19,1874642.77
2025-08,Paraguay,fiber_transport,1449488.4,1260424.69
2025-08,Paraguay,core,729437.78,634293.72
2025-08,Paraguay,it_digital,731132.18,635767.11
2025-08,Paraguay,cpe,580951.36,505175.1
2025-08,Paraguay,spectrum_licenses,391526.99,340458.25
2025-09,Bolivia,ran_access,2361719.74,2053669.34
2025-09,Bolivia,fiber_transport,1604082.76,1394854.58
2025-09,Bolivia,core,787278.37,684589.89
2025-09,Bolivia,it_digital,804496.42,699562.11
2025-09,Bolivia,cpe,633411.08,550792.24
2025-09,Bolivia,spectrum_licenses,405472.1,352584.44
2025-09,Colombia,ran_access,5976378.39,5196850.77
2025-09,Colombia,fiber_transport,3798354.53,3302916.98
2025-09,Colombia,core,1959068.48,1703537.81
2025-09,Colombia,it_digital,1916379.71,1666417.14
2025-09,Colombia,cpe,1557074.5,1353977.82
2025-09,Colombia,spectrum_licenses,1011161.93,879271.24
2025-09,Guatemala,ran_access,6116377.57,5318589.19
2025-09,Guatemala,fiber_transport,4024178.89,3499285.99
2025-09,Guatemala,core,2068154.39,1798395.12
2025-09,Guatemala,it_digital,2033079.39,1767895.13
2025-09,Guatemala,cpe,1638640.86,1424905.09
2025-09,Guatemala,spectrum_licenses,1042792.02,906775.67
2025-09,Panama,ran_access,3061591.91,2662253.84
2025-09,Panama,fiber_transport,2056307.24,1788093.25
2025-09,Panama,core,1025274.66,891543.18
2025-09,Panama,it_digital,1036680.39,901461.21
2025-09,Panama,cpe,812998.67,706955.37
2025-09,Panama,spectrum_licenses,545381.06,474244.4
2025-09,Paraguay,ran_access,2213345.63,1924648.37
2025-09,Paraguay,fiber_transport,1400937.12,1218206.19
2025-09,Paraguay,core,731260.73,635878.9
2025-09,Paraguay,it_digital,721203.65,627133.61
2025-09,Paraguay,cpe,571978.55,497372.65
2025-09,Paraguay,spectrum_licenses,388529.59,337851.81
2025-10,Bolivia,ran_access,2396452.03,2083871.33
2025-10,Bolivia,fiber_transport,1593128.35,1385329.0
2025-10,Bolivia,core,782656.46,680570.83
2025-10,Bolivia,it_digital,794614.15,690968.83
2025-10,Bolivia,cpe,635618.16,552711.45
2025-10,Bolivia,spectrum_licenses,417715.81,363231.14
2025-10,Colombia,ran_access,5662823.11,4924194.0
2025-10,Colombia,fiber_transport,3778492.57,3285645.71
2025-10,Colombia,core,1931456.28,1679527.2
2025-10,Colombia,it_digital,1906128.59,1657503.12
2025-10,Colombia,cpe,1502109.1,1306181.82
2025-10,Colombia,spectrum_licenses,991858.19,862485.39
2025-10,Guatemala,ran_access,6191931.23,5384288.02
2025-10,Guatemala,fiber_transport,4043468.14,3516059.25
2025-10,Guatemala,core,2048510.79,1781313.73
2025-10,Guatemala,it_digital,2076643.47,1805776.93
2025-10,Guatemala,cpe,1599002.27,1390436.75
2025-10,Guatemala,spectrum_licenses,1086402.25,944697.61
2025-10,Panama,ran_access,3044001.83,2646958.12
2025-10,Panama,fiber_transport,2046159.23,1779268.9
2025-10,Panama,core,1036353.77,901177.19
2025-10,Panama,it_digital,997183.36,867115.97
2025-10,Panama,cpe,820800.32,713739.41
2025-10,Panama,spectrum_licenses,551003.21,479133.23
2025-10,Paraguay,ran_access,2187340.48,1902035.2
2025-10,Paraguay,fiber_transport,1459297.65,1268954.48
2025-10,Paraguay,core,735758.4,639789.91
2025-10,Paraguay,it_digital,734946.21,639083.66
2025-10,Paraguay,cpe,590055.62,513091.84
2025-10,Paraguay,spectrum_licenses,393246.09,341953.13
2025-11,Bolivia,ran_access,2302263.7,2001968.44
2025-11,Bolivia,fiber_transport,1580926.92,1374719.06
2025-11,Bolivia,core,792559.18,689181.9
2025-11,Bolivia,it_digital,780985.57,679117.89
2025-11,Bolivia,cpe,609238.34,529772.47
2025-11,Bolivia,spectrum_licenses,414650.33,360565.5
2025-11,Colombia,ran_access,5768802.22,5016349.76
2025-11,Colombia,fiber_transport,3769394.1,3277734.0
2025-11,Colombia,core,1907005.14,1658265.34
2025-11,Colombia,it_digital,1877226.75,1632371.09
2025-11,Colombia,cpe,1547904.26,1346003.71
2025-11,Colombia,spectrum_licenses,1025127.26,891415.01
2025-11,Guatemala,ran_access,5990247.43,5208910.81
2025-11,Guatemala,fiber_transport,4114948.55,3578216.13
2025-11,Guatemala,core,2044921.79,1778192.86
2025-11,Guatemala,it_digital,2062571.26,1793540.23
2025-11,Guatemala,cpe,1627736.89,1415423.38
2025-11,Guatemala,spectrum_licenses,1078505.54,937830.91
2025-11,Panama,ran_access,3043196.7,2646258.0
2025-11,Panama,fiber_transport,2035890.91,1770339.92
2025-11,Panama,core,1026485.95,892596.48
2025-11,Panama,it_digital,1028476.18,894327.11
2025-11,Panama,cpe,818611.67,711836.24
2025-11,Panama,spectrum_licenses,543840.34,472904.65
2025-11,Paraguay,ran_access,2177167.73,1893189.33
2025-11,Paraguay,fiber_transport,1515047.27,1317432.41
2025-11,Paraguay,core,721172.23,627106.29
2025-11,Paraguay,it_digital,723477.38,629110.77
2025-11,Paraguay,cpe,613207.35,533223.78
2025-11,Paraguay,spectrum_licenses,391562.6,340489.22
2025-12,Bolivia,ran_access,2298377.85,1998589.43
2025-12,Bolivia,fiber_transport,1584198.34,1377563.77
2025-12,Bolivia,core,771545.55,670909.17
2025-12,Bolivia,it_digital,792888.19,689467.99
2025-12,Bolivia,cpe,623742.93,542385.15
2025-12,Bolivia,spectrum_licenses,414403.73,360351.07
2025-12,Colombia,ran_access,5972988.0,5193902.61
2025-12,Colombia,fiber_transport,3920192.43,3408862.98
2025-12,Colombia,core,1972087.02,1714858.28
2025-12,Colombia,it_digital,1956234.27,1701073.28
2025-12,Colombia,cpe,1544480.06,1343026.14
2025-12,Colombia,spectrum_licenses,1046089.78,909643.29
2025-12,Guatemala,ran_access,6331093.35,5505298.57
2025-12,Guatemala,fiber_transport,4153248.0,3611520.0
2025-12,Guatemala,core,2129201.58,1851479.64
2025-12,Guatemala,it_digital,2099039.24,1825251.51
2025-12,Guatemala,cpe,1663225.21,1446282.79
2025-12,Guatemala,spectrum_licenses,1109474.04,964760.04
2025-12,Panama,ran_access,3092563.71,2689185.84
2025-12,Panama,fiber_transport,2019213.7,1755838.0
2025-12,Panama,core,1027345.71,893344.1
2025-12,Panama,it_digital,1032153.48,897524.77
2025-12,Panama,cpe,817867.25,711188.91
2025-12,Panama,spectrum_licenses,551444.59,479517.03
2025-12,Paraguay,ran_access,2195093.52,1908776.98
2025-12,Paraguay,fiber_transport,1480004.77,1286960.67
2025-12,Paraguay,core,738775.97,642413.88
2025-12,Paraguay,it_digital,733300.32,637652.45
2025-12,Paraguay,cpe,573292.63,498515.33
2025-12,Paraguay,spectrum_licenses,400734.94,348465.17
2026-01,Bolivia,ran_access,2370749.84,2061521.6
2026-01,Bolivia,fiber_transport,1581946.82,1375605.93
2026-01,Bolivia,core,787875.31,685108.96
2026-01,Bolivia,it_digital,786153.04,683611.34
2026-01,Bolivia,cpe,648391.69,563818.86
2026-01,Bolivia,spectrum_licenses,431237.79,374989.38
2026-01,Colombia,ran_access,5828965.3,5068665.48
2026-01,Colombia,fiber_transport,6562758.81,2871206.98
2026-01,Colombia,core,1948087.43,1693989.07
2026-01,Colombia,it_digital,1932217.43,1680189.07
2026-01,Colombia,cpe,1539664.32,1338838.54
2026-01,Colombia,spectrum_licenses,1034609.69,899660.6
2026-01,Guatemala,ran_access,6213408.28,5402963.72
2026-01,Guatemala,fiber_transport,4185582.18,3639636.68
2026-01,Guatemala,core,2091283.46,1818507.36
2026-01,Guatemala,it_digital,2103828.33,1829415.94
2026-01,Guatemala,cpe,1652491.34,1436949.0
2026-01,Guatemala,spectrum_licenses,1123847.48,977258.68
2026-01,Panama,ran_access,3021798.15,2627650.56
2026-01,Panama,fiber_transport,2024642.48,1760558.68
2026-01,Panama,core,1012984.15,880855.78
2026-01,Panama,it_digital,1004764.99,873708.69
2026-01,Panama,cpe,829382.22,721201.93
2026-01,Panama,spectrum_licenses,536703.22,466698.45
2026-01,Paraguay,ran_access,2157723.5,1876281.3
2026-01,Paraguay,fiber_transport,1481275.41,1288065.58
2026-01,Paraguay,core,720627.04,626632.21
2026-01,Paraguay,it_digital,724772.87,630237.28
2026-01,Paraguay,cpe,572696.83,497997.24
2026-01,Paraguay,spectrum_licenses,392511.59,341314.43
2026-02,Bolivia,ran_access,2391488.49,2079555.21
2026-02,Bolivia,fiber_transport,1591749.95,1384130.39
2026-02,Bolivia,core,793474.07,689977.46
2026-02,Bolivia,it_digital,787971.37,685192.5
2026-02,Bolivia,cpe,624748.22,543259.32
2026-02,Bolivia,spectrum_licenses,414687.29,360597.64
2026-02,Colombia,ran_access,5939955.7,5165178.87
2026-02,Colombia,fiber_transport,6562758.81,3281379.41
2026-02,Colombia,core,1921951.81,1671262.45
2026-02,Colombia,it_digital,1943204.24,1689742.82
2026-02,Colombia,cpe,1546656.53,1344918.72
2026-02,Colombia,spectrum_licenses,1018375.78,885544.15
2026-02,Guatemala,ran_access,6304838.98,5482468.67
2026-02,Guatemala,fiber_transport,4165995.08,3622604.41
2026-02,Guatemala,core,2066285.02,1796769.59
2026-02,Guatemala,it_digital,2050027.86,1782632.92
2026-02,Guatemala,cpe,1637940.67,1424296.24
2026-02,Guatemala,spectrum_licenses,1111666.59,966666.6
2026-02,Panama,ran_access,3068795.85,2668518.13
2026-02,Panama,fiber_transport,2021757.25,1758049.78
2026-02,Panama,core,1034285.12,899378.36
2026-02,Panama,it_digital,1023231.95,889766.91
2026-02,Panama,cpe,826511.97,718706.06
2026-02,Panama,spectrum_licenses,544763.82,473707.67
2026-02,Paraguay,ran_access,2181749.58,1897173.55
2026-02,Paraguay,fiber_transport,1474295.92,1281996.46
2026-02,Paraguay,core,722080.59,627896.17
2026-02,Paraguay,it_digital,741865.86,645100.75
2026-02,Paraguay,cpe,580492.04,504775.68
2026-02,Paraguay,spectrum_licenses,397916.31,346014.18
2026-03,Bolivia,ran_access,2364006.72,2055658.02
2026-03,Bolivia,fiber_transport,1609474.41,1399542.97
2026-03,Bolivia,core,778787.65,677206.66
2026-03,Bolivia,it_digital,784001.73,681740.63
2026-03,Bolivia,cpe,637241.2,554122.79
2026-03,Bolivia,spectrum_licenses,429888.8,373816.35
2026-03,Colombia,ran_access,6011103.71,5227046.71
2026-03,Colombia,fiber_transport,6562758.81,3691551.83
2026-03,Colombia,core,2008851.45,1746827.35
2026-03,Colombia,it_digital,1945758.72,1691964.1
2026-03,Colombia,cpe,1589365.56,1382057.01
2026-03,Colombia,spectrum_licenses,1027630.41,893591.66
2026-03,Guatemala,ran_access,6269429.51,5451677.83
2026-03,Guatemala,fiber_transport,4010002.45,3486958.65
2026-03,Guatemala,core,2042033.66,1775681.44
2026-03,Guatemala,it_digital,2091267.24,1818493.25
2026-03,Guatemala,cpe,1628957.0,1416484.35
2026-03,Guatemala,spectrum_licenses,1114678.09,969285.29
2026-03,Panama,ran_access,3123598.24,2716172.38
2026-03,Panama,fiber_transport,2038886.52,1772944.8
2026-03,Panama,core,1012317.41,880276.01
2026-03,Panama,it_digital,1019858.26,886833.27
2026-03,Panama,cpe,809892.08,704253.98
2026-03,Panama,spectrum_licenses,546975.97,475631.28
2026-03,Paraguay,ran_access,2237103.91,1945307.74
2026-03,Paraguay,fiber_transport,1482300.85,1288957.26
2026-03,Paraguay,core,763496.97,663910.4
2026-03,Paraguay,it_digital,736568.84,640494.65
2026-03,Paraguay,cpe,608210.91,528879.05
2026-03,Paraguay,spectrum_licenses,390944.85,339952.05
2026-04,Bolivia,ran_access,2387606.68,2076179.73
2026-04,Bolivia,fiber_transport,1618470.05,1407365.26
2026-04,Bolivia,core,808607.12,703136.63
2026-04,Bolivia,it_digital,790004.73,686960.64
2026-04,Bolivia,cpe,641317.91,557667.75
2026-04,Bolivia,spectrum_licenses,426687.47,371032.58
2026-04,Colombia,ran_access,5793221.13,5037583.59
2026-04,Colombia,fiber_transport,6562758.81,4101724.26
2026-04,Colombia,core,2001931.86,1740810.31
2026-04,Colombia,it_digital,1960600.44,1704869.95
2026-04,Colombia,cpe,1570708.92,1365833.84
2026-04,Colombia,spectrum_licenses,1048802.39,912002.07
2026-04,Guatemala,ran_access,6070455.92,5278657.32
2026-04,Guatemala,fiber_transport,4165293.01,3621993.92
2026-04,Guatemala,core,2037013.33,1771315.94
2026-04,Guatemala,it_digital,2050098.35,1782694.22
2026-04,Guatemala,cpe,1709193.54,1486255.26
2026-04,Guatemala,spectrum_licenses,1098920.67,955583.19
2026-04,Panama,ran_access,3077816.28,2676361.98
2026-04,Panama,fiber_transport,2110967.95,1835624.31
2026-04,Panama,core,1022750.45,889348.21
2026-04,Panama,it_digital,1030453.9,896046.87
2026-04,Panama,cpe,845609.93,735312.98
2026-04,Panama,spectrum_licenses,553631.22,481418.45
2026-04,Paraguay,ran_access,2151805.15,1871134.92
2026-04,Paraguay,fiber_transport,1480567.99,1287450.42
2026-04,Paraguay,core,729914.24,634708.04
2026-04,Paraguay,it_digital,751425.31,653413.31
2026-04,Paraguay,cpe,582097.34,506171.6
2026-04,Paraguay,spectrum_licenses,397833.58,345942.24
2026-05,Bolivia,ran_access,2417263.56,2101968.32
2026-05,Bolivia,fiber_transport,1549250.73,1347174.55
2026-05,Bolivia,core,782305.61,680265.75
2026-05,Bolivia,it_digital,789163.12,686228.8
2026-05,Bolivia,cpe,619640.78,538818.07
2026-05,Bolivia,spectrum_licenses,420140.6,365339.66
2026-05,Colombia,ran_access,5773199.51,5020173.49
2026-05,Colombia,fiber_transport,6562758.81,4511896.68
2026-05,Colombia,core,1932321.3,1680279.39
2026-05,Colombia,it_digital,1932968.53,1680842.2
2026-05,Colombia,cpe,1548524.61,1346543.14
2026-05,Colombia,spectrum_licenses,1020606.33,887483.77
2026-05,Guatemala,ran_access,6095388.45,5300337.79
2026-05,Guatemala,fiber_transport,4090291.13,3556774.89
2026-05,Guatemala,core,2047411.71,1780358.01
2026-05,Guatemala,it_digital,2035344.4,1769864.69
2026-05,Guatemala,cpe,1647012.97,1432185.19
2026-05,Guatemala,spectrum_licenses,1063342.97,924646.07
2026-05,Panama,ran_access,3065580.33,2665722.02
2026-05,Panama,fiber_transport,2057578.61,1789198.79
2026-05,Panama,core,1019935.99,886900.86
2026-05,Panama,it_digital,1058676.52,920588.28
2026-05,Panama,cpe,826728.42,718894.28
2026-05,Panama,spectrum_licenses,552459.3,480399.39
2026-05,Paraguay,ran_access,2189795.57,1904170.06
2026-05,Paraguay,fiber_transport,1470135.92,1278379.06
2026-05,Paraguay,core,721960.8,627792.0
2026-05,Paraguay,it_digital,733371.49,637714.34
2026-05,Paraguay,cpe,579984.26,504334.14
2026-05,Paraguay,spectrum_licenses,390500.77,339565.88
2026-06,Bolivia,ran_access,2212054.55,1923525.7
2026-06,Bolivia,fiber_transport,1506720.36,1310191.61
2026-06,Bolivia,core,783226.86,681066.83
2026-06,Bolivia,it_digital,775819.16,674625.36
2026-06,Bolivia,cpe,625221.21,543670.62
2026-06,Bolivia,spectrum_licenses,417243.78,362820.67
2026-06,Colombia,ran_access,5940163.63,5165359.68
2026-06,Colombia,fiber_transport,6562758.81,4511896.68
2026-06,Colombia,core,1929905.07,1678178.32
2026-06,Colombia,it_digital,1994175.64,1734065.77
2026-06,Colombia,cpe,1569652.96,1364915.62
2026-06,Colombia,spectrum_licenses,1085272.67,943715.36
2026-06,Guatemala,ran_access,6180918.11,5374711.4
2026-06,Guatemala,fiber_transport,4267685.41,3711030.79
2026-06,Guatemala,core,2066753.72,1797177.15
2026-06,Guatemala,it_digital,2113555.78,1837874.59
2026-06,Guatemala,cpe,1700016.28,1478275.03
2026-06,Guatemala,spectrum_licenses,1088040.2,946121.91
2026-06,Panama,ran_access,3081850.28,2679869.81
2026-06,Panama,fiber_transport,2037748.11,1771954.88
2026-06,Panama,core,1015868.26,883363.7
2026-06,Panama,it_digital,1045190.16,908861.01
2026-06,Panama,cpe,825389.29,717729.82
2026-06,Panama,spectrum_licenses,552318.54,480277.0
2026-06,Paraguay,ran_access,2226547.29,1936128.08
2026-06,Paraguay,fiber_transport,1431585.52,1244856.98
2026-06,Paraguay,core,750359.92,652486.88
2026-06,Paraguay,it_digital,732171.72,636671.06
2026-06,Paraguay,cpe,593533.68,516116.24
2026-06,Paraguay,spectrum_licenses,396213.62,344533.59
