month,country,segment,revenue_type,revenue_usd
2024-02,Bolivia,Tigo_Money,service,1736525.01
2024-02,Bolivia,Equipment,equipment,2152830.99
2024-03,Bolivia,Mobile_Prepaid,service,13869592.63
2024-03,Bolivia,Mobile_Postpaid,service,7878657.77
2024-03,Bolivia,Home,service,11577177.01
2024-03,Bolivia,B2B,service,6083674.86
2024-03,Bolivia,Tigo_Money,service,1715624.51
2024-03,Bolivia,Equipment,equipment,2165472.93
2024-04,Bolivia,Mobile_Prepaid,service,13932717.19
2024-04,Bolivia,Mobile_Postpaid,service,7721456.79
2024-04,Bolivia,Home,service,11686803.34
2024-04,Bolivia,B2B,service,6086184.3
2024-04,Bolivia,Tigo_Money,service,1730978.66
2024-04,Bolivia,Equipment,equipment,2109340.04
2024-05,Bolivia,Mobile_Prepaid,service,13861541.76
2024-05,Bolivia,Mobile_Postpaid,service,7802946.31
2024-05,Bolivia,Home,service,11704001.61
2024-05,Bolivia,B2B,service,6107982.63
2024-05,Bolivia,Tigo_Money,service,1767034.62
2024-05,Bolivia,Equipment,equipment,2140128.31
2024-06,Bolivia,Mobile_Prepaid,service,13795669.83
2024-06,Bolivia,Mobile_Postpaid,service,7595376.74
2024-06,Bolivia,Home,service,11688204.8
2024-06,Bolivia,B2B,service,6078712.38
2024-06,Bolivia,Tigo_Money,service,1733358.7
2024-06,Bolivia,Equipment,equipment,2163727.69
2024-07,Bolivia,Mobile_Prepaid,service,14154594.09
2024-07,Bolivia,Mobile_Postpaid,service,7938389.17
2024-07,Bolivia,Home,service,11796257.94
2024-07,Bolivia,B2B,service,6102243.33
2024-07,Bolivia,Tigo_Money,service,1738214.11
2024-07,Bolivia,Equipment,equipment,2209493.71
2024-08,Bolivia,Mobile_Prepaid,service,13999294.0
2024-08,Bolivia,Mobile_Postpaid,service,7799507.64
2024-08,Bolivia,Home,service,11573870.02
2024-08,Bolivia,B2B,service,6067887.96
2024-08,Bolivia,Tigo_Money,service,1741081.86
2024-08,Bolivia,Equipment,equipment,2207811.44
2024-09,Bolivia,Mobile_Prepaid,service,14426392.45
2024-09,Bolivia,Mobile_Postpaid,service,7902001.28
2024-09,Bolivia,Home,service,11735959.28
2024-09,Bolivia,B2B,service,6123480.25
2024-09,Bolivia,Tigo_Money,service,1729927.93
2024-09,Bolivia,Equipment,equipment,2207954.11
2024-10,Bolivia,Mobile_Prepaid,service,13777851.81
2024-10,Bolivia,Mobile_Postpaid,service,7968352.44
2024-10,Bolivia,Home,service,11990938.71
2024-10,Bolivia,B2B,service,6217974.97
2024-10,Bolivia,Tigo_Money,service,1768322.87
2024-10,Bolivia,Equipment,equipment,2193073.15
2024-11,Bolivia,Mobile_Prepaid,service,14203862.32
2024-11,Bolivia,Mobile_Postpaid,service,7951986.33
2024-11,Bolivia,Home,service,11792905.38
2024-11,Bolivia,B2B,service,6204235.92
2024-11,Bolivia,Tigo_Money,service,1803083.11
2024-11,Bolivia,Equipment,equipment,2195075.61
2024-12,Bolivia,Mobile_Prepaid,service,14275439.49
2024-12,Bolivia,Mobile_Postpaid,service,7727952.87
2024-12,Bolivia,Home,service,12117493.21
2024-12,Bolivia,B2B,service,6204686.49
2024-12,Bolivia,Tigo_Money,service,1799331.38
2024-12,Bolivia,Equipment,equipment,2210660.92
2025-01,Bolivia,Mobile_Prepaid,service,14273913.6
2025-01,Bolivia,Mobile_Postpaid,service,8029051.75
2025-01,Bolivia,Home,service,11871207.79
2025-01,Bolivia,B2B,service,6281315.27
2025-01,Bolivia,Tigo_Money,service,1783989.81
2025-01,Bolivia,Equipment,equipment,2194001.05
2025-02,Bolivia,Mobile_Prepaid,service,14110513.98
2025-02,Bolivia,Mobile_Postpaid,service,8104216.23
2025-02,Bolivia,Home,service,12134129.85
2025-02,Bolivia,B2B,service,6283135.09
2025-02,Bolivia,Tigo_Money,service,1761749.29
2025-02,Bolivia,Equipment,equipment,2201467.91
2025-03,Bolivia,Mobile_Prepaid,service,14139538.13
2025-03,Bolivia,Mobile_Postpaid,service,8086125.45
2025-03,Bolivia,Home,service,11879607.81
2025-03,Bolivia,B2B,service,6234703.59
2025-03,Bolivia,Tigo_Money,service,1788828.91
2025-03,Bolivia,Equipment,equipment,2246528.93
2025-04,Bolivia,Mobile_Prepaid,service,14270009.4
2025-04,Bolivia,Mobile_Postpaid,service,8133372.47
2025-04,Bolivia,Home,service,12009143.0
2025-04,Bolivia,B2B,service,6173113.41
2025-04,Bolivia,Tigo_Money,service,1781064.51
2025-04,Bolivia,Equipment,equipment,2206029.05
2025-05,Bolivia,Mobile_Prepaid,service,14496714.59
2025-05,Bolivia,Mobile_Postpaid,service,7981716.79
2025-05,Bolivia,Home,service,12134032.9
2025-05,Bolivia,B2B,service,6254701.12
2025-05,Bolivia,Tigo_Money,service,1788573.87
2025-05,Bolivia,Equipment,equipment,2209540.4
2025-06,Bolivia,Mobile_Prepaid,service,14252089.94
2025-06,Bolivia,Mobile_Postpaid,service,8210740.53
2025-06,Bolivia,Home,service,12142766.58
2025-06,Bolivia,B2B,service,6271219.03
2025-06,Bolivia,Tigo_Money,service,1772979.47
2025-06,Bolivia,Equipment,equipment,2251459.66
2025-07,Bolivia,Mobile_Prepaid,service,14367321.79
2025-07,Bolivia,Mobile_Postpaid,service,8438411.57
2025-07,Bolivia,Home,service,12185322.15
2025-07,Bolivia,B2B,service,6281785.73
2025-07,Bolivia,Tigo_Money,service,1790868.39
2025-07,Bolivia,Equipment,equipment,2287482.85
2025-08,Bolivia,Mobile_Prepaid,service,14113250.7
2025-08,Bolivia,Mobile_Postpaid,service,8125231.77
2025-08,Bolivia,Home,service,12468938.87
2025-08,Bolivia,B2B,service,6332359.22
2025-08,Bolivia,Tigo_Money,service,1801051.43
2025-08,Bolivia,Equipment,equipment,2208048.19
2025-09,Bolivia,Mobile_Prepaid,service,14396029.23
2025-09,Bolivia,Mobile_Postpaid,service,8279590.48
2025-09,Bolivia,Home,service,12259697.23
2025-09,Bolivia,B2B,service,6316278.41
2025-09,Bolivia,Tigo_Money,service,1789964.2
2025-09,Bolivia,Equipment,equipment,2241583.49
2025-10,Bolivia,Mobile_Prepaid,service,14403682.65
2025-10,Bolivia,Mobile_Postpaid,service,8192102.22
2025-10,Bolivia,Home,service,12433067.21
2025-10,Bolivia,B2B,service,6320779.2
2025-10,Bolivia,Tigo_Money,service,1835630.19
2025-10,Bolivia,Equipment,equipment,2278174.52
2025-11,Bolivia,Mobile_Prepaid,service,14306549.79
2025-11,Bolivia,Mobile_Postpaid,service,8047792.75
2025-11,Bolivia,Home,service,12344334.15
2025-11,Bolivia,B2B,service,6396364.64
2025-11,Bolivia,Tigo_Money,service,1788022.04
2025-11,Bolivia,Equipment,equipment,2265266.48
2025-12,Bolivia,Mobile_Prepaid,service,14626630.62
2025-12,Bolivia,Mobile_Postpaid,service,8086360.91
2025-12,Bolivia,Home,service,12146048.52
2025-12,Bolivia,B2B,service,6372477.27
2025-12,Bolivia,Tigo_Money,service,1819611.62
2025-12,Bolivia,Equipment,equipment,2290888.86
2026-01,Bolivia,Mobile_Prepaid,service,14797069.92
2026-01,Bolivia,Mobile_Postpaid,service,8278083.28
2026-01,Bolivia,Home,service,12337899.68
2026-01,Bolivia,B2B,service,6432573.79
2026-01,Bolivia,Tigo_Money,service,1809942.5
2026-01,Bolivia,Equipment,equipment,2253629.62
2026-02,Bolivia,Mobile_Prepaid,service,14556786.52
2026-02,Bolivia,Mobile_Postpaid,service,8279171.64
2026-02,Bolivia,Home,service,12407836.95
2026-02,Bolivia,B2B,service,6333069.43
2026-02,Bolivia,Tigo_Money,service,1785230.38
2026-02,Bolivia,Equipment,equipment,2267009.86
2026-03,Bolivia,Mobile_Prepaid,service,14896686.54
2026-03,Bolivia,Mobile_Postpaid,service,8266995.59
2026-03,Bolivia,Home,service,12179833.28
2026-03,Bolivia,B2B,service,6388880.34
2026-03,Bolivia,Tigo_Money,service,1887990.49
2026-03,Bolivia,Equipment,equipment,2293409.16
2026-04,Bolivia,Mobile_Prepaid,service,14787668.22
2026-04,Bolivia,Mobile_Postpaid,service,8319579.81
2026-04,Bolivia,Home,service,12365018.73
2026-04,Bolivia,B2B,service,6431513.11
2026-04,Bolivia,Tigo_Money,service,1823958.56
2026-04,Bolivia,Equipment,equipment,2359249.85
2026-05,Bolivia,Mobile_Prepaid,service,13974346.47
2026-05,Bolivia,Mobile_Postpaid,service,8382763.05
2026-05,Bolivia,Home,service,12537133.39
2026-05,Bolivia,B2B,service,6424645.01
2026-05,Bolivia,Tigo_Money,service,1822478.03
2026-05,Bolivia,Equipment,equipment,2341310.58
2026-06,Bolivia,Mobile_Prepaid,service,13247680.45
2026-06,Bolivia,Mobile_Postpaid,service,8349575.13
2026-06,Bolivia,Home,service,12238707.1
2026-06,Bolivia,B2B,service,6457599.59
2026-06,Bolivia,Tigo_Money,service,1804427.76
2026-06,Bolivia,Equipment,equipment,2320300.87
2024-01,Paraguay,Mobile_Prepaid,service,12676323.72
2024-01,Paraguay,Mobile_Postpaid,service,7030170.9
2024-01,Paraguay,Home,service,10870290.74
2024-01,Paraguay,B2B,service,5663805.55
2024-01,Paraguay,Tigo_Money,service,1641227.76
2024-01,Paraguay,Equipment,equipment,2033629.04
2024-02,Paraguay,Mobile_Prepaid,service,12792438.27
2024-02,Paraguay,Mobile_Postpaid,service,7218766.19
2024-02,Paraguay,Home,service,10942950.83
2024-02,Paraguay,B2B,service,5741691.17
2024-02,Paraguay,Tigo_Money,service,1625744.79
2024-02,Paraguay,Equipment,equipment,1996751.54
2024-03,Paraguay,Mobile_Prepaid,service,12869357.06
2024-03,Paraguay,Mobile_Postpaid,service,7262195.29
2024-03,Paraguay,Home,service,10926449.51
2024-03,Paraguay,B2B,service,5681025.53
2024-03,Paraguay,Tigo_Money,service,1605444.19
2024-03,Paraguay,Equipment,equipment,2007118.11
2024-04,Paraguay,Mobile_Prepaid,service,13111553.65
2024-04,Paraguay,Mobile_Postpaid,service,7360191.23
2024-04,Paraguay,Home,service,10943719.19
2024-04,Paraguay,B2B,service,5591912.3
2024-04,Paraguay,Tigo_Money,service,1645630.48
2024-04,Paraguay,Equipment,equipment,2005714.73
2024-05,Paraguay,Mobile_Prepaid,service,13182739.67
2024-05,Paraguay,Mobile_Postpaid,service,7319768.72
2024-05,Paraguay,Home,service,11345100.41
2024-05,Paraguay,B2B,service,5684651.78
2024-05,Paraguay,Tigo_Money,service,1593099.3
2024-05,Paraguay,Equipment,equipment,2003433.7
2024-06,Paraguay,Mobile_Prepaid,service,13026101.42
2024-06,Paraguay,Mobile_Postpaid,service,7325286.27
2024-06,Paraguay,Home,service,11194607.65
2024-06,Paraguay,B2B,service,5733572.93
2024-06,Paraguay,Tigo_Money,service,1607158.21
2024-06,Paraguay,Equipment,equipment,2047236.03
2024-07,Paraguay,Mobile_Prepaid,service,13175723.51
2024-07,Paraguay,Mobile_Postpaid,service,7370739.8
2024-07,Paraguay,Home,service,10837317.03
2024-07,Paraguay,B2B,service,5622718.2
2024-07,Paraguay,Tigo_Money,service,1651820.51
2024-07,Paraguay,Equipment,equipment,2060359.25
2024-08,Paraguay,Mobile_Prepaid,service,13119744.99
2024-08,Paraguay,Mobile_Postpaid,service,7344937.94
2024-08,Paraguay,Home,service,11020284.19
2024-08,Paraguay,B2B,service,5753311.86
2024-08,Paraguay,Tigo_Money,service,1626673.22
2024-08,Paraguay,Equipment,equipment,2050973.92
2024-09,Paraguay,Mobile_Prepaid,service,13063130.95
2024-09,Paraguay,Mobile_Postpaid,service,7270854.1
2024-09,Paraguay,Home,service,10880128.76
2024-09,Paraguay,B2B,service,5696010.53
2024-09,Paraguay,Tigo_Money,service,1617617.25
2024-09,Paraguay,Equipment,equipment,2045797.75
2024-10,Paraguay,Mobile_Prepaid,service,13086663.04
2024-10,Paraguay,Mobile_Postpaid,service,7382682.64
2024-10,Paraguay,Home,service,11112024.54
2024-10,Paraguay,B2B,service,5728426.13
2024-10,Paraguay,Tigo_Money,service,1624090.07
2024-10,Paraguay,Equipment,equipment,2081746.12
2024-11,Paraguay,Mobile_Prepaid,service,13081531.72
2024-11,Paraguay,Mobile_Postpaid,service,7343743.34
2024-11,Paraguay,Home,service,11137341.61
2024-11,Paraguay,B2B,service,5693966.97
2024-11,Paraguay,Tigo_Money,service,1604695.97
2024-11,Paraguay,Equipment,equipment,2031205.72
2024-12,Paraguay,Mobile_Prepaid,service,13312237.52
2024-12,Paraguay,Mobile_Postpaid,service,7247797.61
2024-12,Paraguay,Home,service,11250614.02
2024-12,Paraguay,B2B,service,5781043.51
2024-12,Paraguay,Tigo_Money,service,1674647.93
2024-12,Paraguay,Equipment,equipment,2046599.02
2025-01,Paraguay,Mobile_Prepaid,service,13235590.97
2025-01,Paraguay,Mobile_Postpaid,service,7519296.88
2025-01,Paraguay,Home,service,11066330.68
2025-01,Paraguay,B2B,service,5773733.76
2025-01,Paraguay,Tigo_Money,service,1665923.29
2025-01,Paraguay,Equipment,equipment,2044301.07
2025-02,Paraguay,Mobile_Prepaid,service,13146734.31
2025-02,Paraguay,Mobile_Postpaid,service,7366542.25
2025-02,Paraguay,Home,service,11202280.16
2025-02,Paraguay,B2B,service,5781472.15
2025-02,Paraguay,Tigo_Money,service,1675914.02
2025-02,Paraguay,Equipment,equipment,2061424.54
2025-03,Paraguay,Mobile_Prepaid,service,13054677.57
2025-03,Paraguay,Mobile_Postpaid,service,7359889.12
2025-03,Paraguay,Home,service,11237289.3
2025-03,Paraguay,B2B,service,5797882.55
2025-03,Paraguay,Tigo_Money,service,1693994.5
2025-03,Paraguay,Equipment,equipment,2080957.66
2025-04,Paraguay,Mobile_Prepaid,service,13226939.42
2025-04,Paraguay,Mobile_Postpaid,service,7543818.13
2025-04,Paraguay,Home,service,11179987.54
2025-04,Paraguay,B2B,service,5838572.67
2025-04,Paraguay,Tigo_Money,service,1653538.29
2025-04,Paraguay,Equipment,equipment,2052582.74
2025-05,Paraguay,Mobile_Prepaid,service,13548781.81
2025-05,Paraguay,Mobile_Postpaid,service,7268577.56
2025-05,Paraguay,Home,service,11348329.22
2025-05,Paraguay,B2B,service,5813056.03
2025-05,Paraguay,Tigo_Money,service,1655973.04
2025-05,Paraguay,Equipment,equipment,2071293.26
2025-06,Paraguay,Mobile_Prepaid,service,13629000.56
2025-06,Paraguay,Mobile_Postpaid,service,7448095.9
2025-06,Paraguay,Home,service,11176711.33
2025-06,Paraguay,B2B,service,5909112.84
2025-06,Paraguay,Tigo_Money,service,1666767.07
2025-06,Paraguay,Equipment,equipment,2097110.22
2025-07,Paraguay,Mobile_Prepaid,service,13317603.68
2025-07,Paraguay,Mobile_Postpaid,service,7390080.02
2025-07,Paraguay,Home,service,11179721.98
2025-07,Paraguay,B2B,service,5918227.39
2025-07,Paraguay,Tigo_Money,service,1699481.97
2025-07,Paraguay,Equipment,equipment,2093816.22
2025-08,Paraguay,Mobile_Prepaid,service,13494726.0
2025-08,Paraguay,Mobile_Postpaid,service,7526158.07
2025-08,Paraguay,Home,service,11235437.95
2025-08,Paraguay,B2B,service,5864720.05
2025-08,Paraguay,Tigo_Money,service,1711850.91
2025-08,Paraguay,Equipment,equipment,2092437.39
2025-09,Paraguay,Mobile_Prepaid,service,13384031.76
2025-09,Paraguay,Mobile_Postpaid,service,7668893.48
2025-09,Paraguay,Home,service,11255033.08
2025-09,Paraguay,B2B,service,5938226.71
2025-09,Paraguay,Tigo_Money,service,1669968.07
2025-09,Paraguay,Equipment,equipment,2102669.54
2025-10,Paraguay,Mobile_Prepaid,service,13489112.74
2025-10,Paraguay,Mobile_Postpaid,service,7611276.11
2025-10,Paraguay,Home,service,11670690.9
2025-10,Paraguay,B2B,service,5873377.5
2025-10,Paraguay,Tigo_Money,service,1692950.89
2025-10,Paraguay,Equipment,equipment,2048371.36
2025-11,Paraguay,Mobile_Prepaid,service,13575845.16
2025-11,Paraguay,Mobile_Postpaid,service,7610028.75
2025-11,Paraguay,Home,service,11415806.14
2025-11,Paraguay,B2B,service,5883982.75
2025-11,Paraguay,Tigo_Money,service,1695345.17
2025-11,Paraguay,Equipment,equipment,2112209.18
2025-12,Paraguay,Mobile_Prepaid,service,13548042.48
2025-12,Paraguay,Mobile_Postpaid,service,7681891.46
2025-12,Paraguay,Home,service,11364215.29
2025-12,Paraguay,B2B,service,5937658.7
2025-12,Paraguay,Tigo_Money,service,1675412.89
2025-12,Paraguay,Equipment,equipment,2196490.38
2026-01,Paraguay,Mobile_Prepaid,service,13474243.93
2026-01,Paraguay,Mobile_Postpaid,service,7653842.93
2026-01,Paraguay,Home,service,11263003.59
2026-01,Paraguay,B2B,service,5942416.84
2026-01,Paraguay,Tigo_Money,service,1701187.23
2026-01,Paraguay,Equipment,equipment,2099866.14
2026-02,Paraguay,Mobile_Prepaid,service,13552316.61
2026-02,Paraguay,Mobile_Postpaid,service,7760477.04
2026-02,Paraguay,Home,service,11560940.91
2026-02,Paraguay,B2B,service,5987626.27
2026-02,Paraguay,Tigo_Money,service,1714714.42
2026-02,Paraguay,Equipment,equipment,2084053.36
2026-03,Paraguay,Mobile_Prepaid,service,13962941.69
2026-03,Paraguay,Mobile_Postpaid,service,7573818.27
2026-03,Paraguay,Home,service,11737721.89
2026-03,Paraguay,B2B,service,6011075.03
2026-03,Paraguay,Tigo_Money,service,1728373.93
2026-03,Paraguay,Equipment,equipment,2148981.61
2026-04,Paraguay,Mobile_Prepaid,service,13552907.76
2026-04,Paraguay,Mobile_Postpaid,service,7716152.58
2026-04,Paraguay,Home,service,11488089.95
2026-04,Paraguay,B2B,service,5963853.28
2026-04,Paraguay,Tigo_Money,service,1712180.78
2026-04,Paraguay,Equipment,equipment,2133074.74
2026-05,Paraguay,Mobile_Prepaid,service,13395173.97
2026-05,Paraguay,Mobile_Postpaid,service,7826027.84
2026-05,Paraguay,Home,service,11570809.38
2026-05,Paraguay,B2B,service,5994345.44
2026-05,Paraguay,Tigo_Money,service,1705909.96
2026-05,Paraguay,Equipment,equipment,2130455.7
2026-06,Paraguay,Mobile_Prepaid,service,13820544.43
2026-06,Paraguay,Mobile_Postpaid,service,7658111.98
2026-06,Paraguay,Home,service,11301026.4
2026-06,Paraguay,B2B,service,5995691.45
2026-06,Paraguay,Tigo_Money,service,1728577.32
2026-06,Paraguay,Equipment,equipment,2163626.92
