month,country,category,amount_usd
2025-05,Paraguay,sales_marketing,1749844.14
2025-05,Paraguay,it_software,757463.1
2025-05,Paraguay,ga,587346.61
2025-05,Paraguay,bad_debt,167111.28
2025-06,Bolivia,network_om,2166690.39
2025-06,Bolivia,energy,2452536.5
2025-06,Bolivia,site_lease,1522920.34
2025-06,Bolivia,personnel,2558857.3
2025-06,Bolivia,sales_marketing,1856212.14
2025-06,Bolivia,it_software,798890.91
2025-06,Bolivia,ga,621606.6
2025-06,Bolivia,bad_debt,180982.65
2025-06,Colombia,network_om,5326669.28
2025-06,Colombia,energy,6125836.87
2025-06,Colombia,site_lease,3695203.24
2025-06,Colombia,personnel,6216998.18
2025-06,Colombia,sales_marketing,4680352.16
2025-06,Colombia,it_software,1938000.25
2025-06,Colombia,ga,1568900.74
2025-06,Colombia,bad_debt,434800.82
2025-06,Guatemala,network_om,5669374.16
2025-06,Guatemala,energy,6384617.7
2025-06,Guatemala,site_lease,4024070.03
2025-06,Guatemala,personnel,6893487.68
2025-06,Guatemala,sales_marketing,4808485.25
2025-06,Guatemala,it_software,2122871.82
2025-06,Guatemala,ga,1610299.16
2025-06,Guatemala,bad_debt,470483.84
2025-06,Panama,network_om,2790546.15
2025-06,Panama,energy,3208280.25
2025-06,Panama,site_lease,1962752.26
2025-06,Panama,personnel,3346652.92
2025-06,Panama,sales_marketing,2411599.16
2025-06,Panama,it_software,1061722.05
2025-06,Panama,ga,812262.97
2025-06,Panama,bad_debt,229781.02
2025-06,Paraguay,network_om,2044841.52
2025-06,Paraguay,energy,2304421.5
2025-06,Paraguay,site_lease,1452965.73
2025-06,Paraguay,personnel,2419194.76
2025-06,Paraguay,sales_marketing,1746926.7
2025-06,Paraguay,it_software,754041.23
2025-06,Paraguay,ga,587686.06
2025-06,Paraguay,bad_debt,170286.55
2025-07,Bolivia,network_om,2186402.24
2025-07,Bolivia,energy,2498716.76
2025-07,Bolivia,site_lease,1538861.6
2025-07,Bolivia,personnel,2583711.39
2025-07,Bolivia,sales_marketing,1929762.1
2025-07,Bolivia,it_software,816351.71
2025-07,Bolivia,ga,632413.74
2025-07,Bolivia,bad_debt,180383.61
2025-07,Colombia,network_om,5275124.34
2025-07,Colombia,energy,5993353.57
2025-07,Colombia,site_lease,3729207.19
2025-07,Colombia,personnel,6394091.5
2025-07,Colombia,sales_marketing,4631785.9
2025-07,Colombia,it_software,2003217.76
2025-07,Colombia,ga,1509243.69
2025-07,Colombia,bad_debt,444554.05
2025-07,Guatemala,network_om,5593051.85
2025-07,Guatemala,energy,6388224.59
2025-07,Guatemala,site_lease,3975329.86
2025-07,Guatemala,personnel,6619571.36
2025-07,Guatemala,sales_marketing,4798812.41
2025-07,Guatemala,it_software,2120245.41
2025-07,Guatemala,ga,1637916.67
2025-07,Guatemala,bad_debt,465376.99
2025-07,Panama,network_om,2775691.15
2025-07,Panama,energy,3164500.53
2025-07,Panama,site_lease,1989652.65
2025-07,Panama,personnel,3382267.35
2025-07,Panama,sales_marketing,2457296.85
2025-07,Panama,it_software,1036557.12
2025-07,Panama,ga,819278.76
2025-07,Panama,bad_debt,233428.74
2025-07,Paraguay,network_om,2014076.23
2025-07,Paraguay,energy,2301865.12
2025-07,Paraguay,site_lease,1372757.51
2025-07,Paraguay,personnel,2384102.84
2025-07,Paraguay,sales_marketing,1729710.44
2025-07,Paraguay,it_software,738210.45
2025-07,Paraguay,ga,581288.43
2025-07,Paraguay,bad_debt,167080.97
2025-08,Bolivia,network_om,2127157.35
2025-08,Bolivia,energy,2495207.26
2025-08,Bolivia,site_lease,1543398.43
2025-08,Bolivia,personnel,2568992.7
2025-08,Bolivia,sales_marketing,1875708.08
2025-08,Bolivia,it_software,802977.03
2025-08,Bolivia,ga,637188.02
2025-08,Bolivia,bad_debt,177492.84
2025-08,Colombia,network_om,5395012.74
2025-08,Colombia,energy,6106235.35
2025-08,Colombia,site_lease,3777382.93
2025-08,Colombia,personnel,6231391.33
2025-08,Colombia,sales_marketing,4663805.27
2025-08,Colombia,it_software,2014028.32
2025-08,Colombia,ga,1536216.34
2025-08,Colombia,bad_debt,447047.67
2025-08,Guatemala,network_om,5609075.57
2025-08,Guatemala,energy,6380142.42
2025-08,Guatemala,site_lease,4003632.39
2025-08,Guatemala,personnel,6509896.07
2025-08,Guatemala,sales_marketing,4920603.65
2025-08,Guatemala,it_software,2135841.9
2025-08,Guatemala,ga,1658231.3
2025-08,Guatemala,bad_debt,468831.06
2025-08,Panama,network_om,2804938.51
2025-08,Panama,energy,3203271.31
2025-08,Panama,site_lease,1986806.71
2025-08,Panama,personnel,3359145.93
2025-08,Panama,sales_marketing,2441944.36
2025-08,Panama,it_software,1063051.35
2025-08,Panama,ga,838271.16
2025-08,Panama,bad_debt,234306.06
2025-08,Paraguay,network_om,1985542.09
2025-08,Paraguay,energy,2275092.35
2025-08,Paraguay,site_lease,1436573.97
2025-08,Paraguay,personnel,2388316.48
2025-08,Paraguay,sales_marketing,1776371.56
2025-08,Paraguay,it_software,750639.57
2025-08,Paraguay,ga,591850.31
2025-08,Paraguay,bad_debt,167436.06
2025-09,Bolivia,network_om,2157727.4
2025-09,Bolivia,energy,2480605.71
2025-09,Bolivia,site_lease,1521306.56
2025-09,Bolivia,personnel,2633001.45
2025-09,Bolivia,sales_marketing,1900059.81
2025-09,Bolivia,it_software,820366.95
2025-09,Bolivia,ga,630569.57
2025-09,Bolivia,bad_debt,179237.17
2025-09,Colombia,network_om,5317939.93
2025-09,Colombia,energy,6175370.63
2025-09,Colombia,site_lease,3756084.27
2025-09,Colombia,personnel,6274976.49
2025-09,Colombia,sales_marketing,4671349.73
2025-09,Colombia,it_software,2008896.92
2025-09,Colombia,ga,1580449.98
2025-09,Colombia,bad_debt,445773.48
2025-09,Guatemala,network_om,5656471.9
2025-09,Guatemala,energy,6486255.23
2025-09,Guatemala,site_lease,3935310.52
2025-09,Guatemala,personnel,6609958.45
2025-09,Guatemala,sales_marketing,4864627.16
2025-09,Guatemala,it_software,2079671.03
2025-09,Guatemala,ga,1652305.11
2025-09,Guatemala,bad_debt,469707.22
2025-09,Panama,network_om,2845646.1
2025-09,Panama,energy,3174658.89
2025-09,Panama,site_lease,2055891.28
2025-09,Panama,personnel,3346458.82
2025-09,Panama,sales_marketing,2539537.35
2025-09,Panama,it_software,1050927.93
2025-09,Panama,ga,822610.46
2025-09,Panama,bad_debt,231786.18
2025-09,Paraguay,network_om,2024220.44
2025-09,Paraguay,energy,2285724.44
2025-09,Paraguay,site_lease,1413392.61
2025-09,Paraguay,personnel,2362424.74
2025-09,Paraguay,sales_marketing,1778562.7
2025-09,Paraguay,it_software,761739.07
2025-09,Paraguay,ga,599020.21
2025-09,Paraguay,bad_debt,166926.73
2025-10,Bolivia,network_om,2187025.33
2025-10,Bolivia,energy,2468456.24
2025-10,Bolivia,site_lease,1540586.6
2025-10,Bolivia,personnel,2578005.23
2025-10,Bolivia,sales_marketing,1918353.44
2025-10,Bolivia,it_software,826707.03
2025-10,Bolivia,ga,642827.49
2025-10,Bolivia,bad_debt,180327.5
2025-10,Colombia,network_om,5360622.01
2025-10,Colombia,energy,6078674.48
2025-10,Colombia,site_lease,3747199.95
2025-10,Colombia,personnel,6257998.96
2025-10,Colombia,sales_marketing,4618013.28
2025-10,Colombia,it_software,2025242.05
2025-10,Colombia,ga,1552747.22
2025-10,Colombia,bad_debt,443053.3
2025-10,Guatemala,network_om,5657169.44
2025-10,Guatemala,energy,6660123.96
2025-10,Guatemala,site_lease,4070458.94
2025-10,Guatemala,personnel,6687136.61
2025-10,Guatemala,sales_marketing,4949460.56
2025-10,Guatemala,it_software,2122457.12
2025-10,Guatemala,ga,1656755.51
2025-10,Guatemala,bad_debt,469365.84
2025-10,Panama,network_om,2843109.08
2025-10,Panama,energy,3290906.6
2025-10,Panama,site_lease,1978884.43
2025-10,Panama,personnel,3323700.68
2025-10,Panama,sales_marketing,2464889.69
2025-10,Panama,it_software,1056871.18
2025-10,Panama,ga,842274.77
2025-10,Panama,bad_debt,238263.15
2025-10,Paraguay,network_om,2053820.82
2025-10,Paraguay,energy,2325063.07
2025-10,Paraguay,site_lease,1436996.29
2025-10,Paraguay,personnel,2381169.73
2025-10,Paraguay,sales_marketing,1794173.84
2025-10,Paraguay,it_software,766699.72
2025-10,Paraguay,ga,601081.31
2025-10,Paraguay,bad_debt,169186.05
2025-11,Bolivia,network_om,2164049.49
2025-11,Bolivia,energy,2487384.23
2025-11,Bolivia,site_lease,1548795.46
2025-11,Bolivia,personnel,2535896.24
2025-11,Bolivia,sales_marketing,1910238.66
2025-11,Bolivia,it_software,812503.39
2025-11,Bolivia,ga,625420.51
2025-11,Bolivia,bad_debt,176867.63
2025-11,Colombia,network_om,5327916.31
2025-11,Colombia,energy,6202387.3
2025-11,Colombia,site_lease,3842915.5
2025-11,Colombia,personnel,6358096.13
2025-11,Colombia,sales_marketing,4760790.03
2025-11,Colombia,it_software,1999838.24
2025-11,Colombia,ga,1571003.07
2025-11,Colombia,bad_debt,442597.72
2025-11,Guatemala,network_om,5665811.07
2025-11,Guatemala,energy,6481507.53
2025-11,Guatemala,site_lease,3951717.4
2025-11,Guatemala,personnel,6850469.73
2025-11,Guatemala,sales_marketing,4951290.88
2025-11,Guatemala,it_software,2118593.45
2025-11,Guatemala,ga,1641569.25
2025-11,Guatemala,bad_debt,473618.0
2025-11,Panama,network_om,2906305.48
2025-11,Panama,energy,3341158.9
2025-11,Panama,site_lease,1989331.4
2025-11,Panama,personnel,3378911.23
2025-11,Panama,sales_marketing,2472853.6
2025-11,Panama,it_software,1081449.08
2025-11,Panama,ga,835245.16
2025-11,Panama,bad_debt,236448.56
2025-11,Paraguay,network_om,2031548.25
2025-11,Paraguay,energy,2315048.05
2025-11,Paraguay,site_lease,1461370.11
2025-11,Paraguay,personnel,2423935.13
2025-11,Paraguay,sales_marketing,1788253.23
2025-11,Paraguay,it_software,741243.59
2025-11,Paraguay,ga,591709.71
2025-11,Paraguay,bad_debt,172734.06
2025-12,Bolivia,network_om,2205471.17
2025-12,Bolivia,energy,2448170.86
2025-12,Bolivia,site_lease,1536804.31
2025-12,Bolivia,personnel,2553627.61
2025-12,Bolivia,sales_marketing,1937230.75
2025-12,Bolivia,it_software,818152.45
2025-12,Bolivia,ga,629933.04
2025-12,Bolivia,bad_debt,181430.03
2025-12,Colombia,network_om,5268853.33
2025-12,Colombia,energy,6129841.97
2025-12,Colombia,site_lease,3832090.05
2025-12,Colombia,personnel,6476585.35
2025-12,Colombia,sales_marketing,4641055.76
2025-12,Colombia,it_software,2020299.17
2025-12,Colombia,ga,1593351.38
2025-12,Colombia,bad_debt,444175.83
2025-12,Guatemala,network_om,5779996.77
2025-12,Guatemala,energy,6612112.63
2025-12,Guatemala,site_lease,4155424.59
2025-12,Guatemala,personnel,6832291.96
2025-12,Guatemala,sales_marketing,5037268.12
2025-12,Guatemala,it_software,2181105.02
2025-12,Guatemala,ga,1659811.64
2025-12,Guatemala,bad_debt,479503.45
2025-12,Panama,network_om,2849550.32
2025-12,Panama,energy,3275470.44
2025-12,Panama,site_lease,2044926.87
2025-12,Panama,personnel,3418187.09
2025-12,Panama,sales_marketing,2486062.75
2025-12,Panama,it_software,1074930.69
2025-12,Panama,ga,847452.22
2025-12,Panama,bad_debt,236572.19
2025-12,Paraguay,network_om,2038334.98
2025-12,Paraguay,energy,2327703.56
2025-12,Paraguay,site_lease,1440818.11
2025-12,Paraguay,personnel,2377917.96
2025-12,Paraguay,sales_marketing,1806259.0
2025-12,Paraguay,it_software,757379.26
2025-12,Paraguay,ga,599774.61
2025-12,Paraguay,bad_debt,168564.17
2026-01,Bolivia,network_om,2189900.68
2026-01,Bolivia,energy,2555823.92
2026-01,Bolivia,site_lease,1576503.78
2026-01,Bolivia,personnel,2622290.45
2026-01,Bolivia,sales_marketing,1942918.75
2026-01,Bolivia,it_software,823984.51
2026-01,Bolivia,ga,642675.0
2026-01,Bolivia,bad_debt,182425.82
2026-01,Colombia,network_om,5419431.03
2026-01,Colombia,energy,6342029.34
2026-01,Colombia,site_lease,3861135.31
2026-01,Colombia,personnel,6357543.75
2026-01,Colombia,sales_marketing,4700288.44
2026-01,Colombia,it_software,2029335.12
2026-01,Colombia,ga,1566815.39
2026-01,Colombia,bad_debt,446223.4
2026-01,Guatemala,network_om,5799683.19
2026-01,Guatemala,energy,6707148.42
2026-01,Guatemala,site_lease,4082193.72
2026-01,Guatemala,personnel,6880500.63
2026-01,Guatemala,sales_marketing,12226488.86
2026-01,Guatemala,it_software,2194425.16
2026-01,Guatemala,ga,1690393.59
2026-01,Guatemala,bad_debt,492273.84
2026-01,Panama,network_om,2836746.88
2026-01,Panama,energy,3247802.64
2026-01,Panama,site_lease,2009071.17
2026-01,Panama,personnel,3329783.08
2026-01,Panama,sales_marketing,2460401.77
2026-01,Panama,it_software,1059807.61
2026-01,Panama,ga,838146.76
2026-01,Panama,bad_debt,236687.5
2026-01,Paraguay,network_om,2012680.9
2026-01,Paraguay,energy,2345999.59
2026-01,Paraguay,site_lease,1454970.08
2026-01,Paraguay,personnel,2432010.15
2026-01,Paraguay,sales_marketing,1754619.04
2026-01,Paraguay,it_software,754675.3
2026-01,Paraguay,ga,600680.4
2026-01,Paraguay,bad_debt,168945.15
2026-02,Bolivia,network_om,2184343.31
2026-02,Bolivia,energy,2527693.33
2026-02,Bolivia,site_lease,1567095.67
2026-02,Bolivia,personnel,2586038.76
2026-02,Bolivia,sales_marketing,1920632.41
2026-02,Bolivia,it_software,828969.31
2026-02,Bolivia,ga,631438.3
2026-02,Bolivia,bad_debt,182538.95
2026-02,Colombia,network_om,5344060.59
2026-02,Colombia,energy,6849391.68
2026-02,Colombia,site_lease,3806302.26
2026-02,Colombia,personnel,6447878.25
2026-02,Colombia,sales_marketing,4713251.7
2026-02,Colombia,it_software,2013382.69
2026-02,Colombia,ga,1576964.09
2026-02,Colombia,bad_debt,445193.35
2026-02,Guatemala,network_om,5857467.07
2026-02,Guatemala,energy,6759002.23
2026-02,Guatemala,site_lease,4128015.2
2026-02,Guatemala,personnel,6911958.34
2026-02,Guatemala,sales_marketing,11615164.42
2026-02,Guatemala,it_software,2143232.69
2026-02,Guatemala,ga,1710274.24
2026-02,Guatemala,bad_debt,501346.12
2026-02,Panama,network_om,2846560.7
2026-02,Panama,energy,3261799.97
2026-02,Panama,site_lease,2033856.7
2026-02,Panama,personnel,3440586.12
2026-02,Panama,sales_marketing,2518230.68
2026-02,Panama,it_software,1045978.63
2026-02,Panama,ga,835962.57
2026-02,Panama,bad_debt,243692.26
2026-02,Paraguay,network_om,2060471.56
2026-02,Paraguay,energy,2319372.36
2026-02,Paraguay,site_lease,1454537.92
2026-02,Paraguay,personnel,2400684.35
2026-02,Paraguay,sales_marketing,1813950.57
2026-02,Paraguay,it_software,760577.23
2026-02,Paraguay,ga,597685.38
2026-02,Paraguay,bad_debt,169183.05
2026-03,Bolivia,network_om,2191852.06
2026-03,Bolivia,energy,2563068.15
2026-03,Bolivia,site_lease,1562684.92
2026-03,Bolivia,personnel,2602492.37
2026-03,Bolivia,sales_marketing,1906421.04
2026-03,Bolivia,it_software,811123.54
2026-03,Bolivia,ga,634800.1
2026-03,Bolivia,bad_debt,183860.92
2026-03,Colombia,network_om,5491427.06
2026-03,Colombia,energy,7356754.03
2026-03,Colombia,site_lease,3912790.38
2026-03,Colombia,personnel,6411293.7
2026-03,Colombia,sales_marketing,4746817.12
2026-03,Colombia,it_software,2017301.65
2026-03,Colombia,ga,1601834.86
2026-03,Colombia,bad_debt,462760.46
2026-03,Guatemala,network_om,5677669.02
2026-03,Guatemala,energy,6598415.12
2026-03,Guatemala,site_lease,4145263.04
2026-03,Guatemala,personnel,6763494.78
2026-03,Guatemala,sales_marketing,10392515.53
2026-03,Guatemala,it_software,2193600.82
2026-03,Guatemala,ga,1686739.78
2026-03,Guatemala,bad_debt,484205.88
2026-03,Panama,network_om,2908898.1
2026-03,Panama,energy,3339368.66
2026-03,Panama,site_lease,2023250.08
2026-03,Panama,personnel,3376000.77
2026-03,Panama,sales_marketing,2477956.26
2026-03,Panama,it_software,1082318.73
2026-03,Panama,ga,822262.07
2026-03,Panama,bad_debt,237576.15
2026-03,Paraguay,network_om,2073948.44
2026-03,Paraguay,energy,2362049.09
2026-03,Paraguay,site_lease,1471651.24
2026-03,Paraguay,personnel,2524196.36
2026-03,Paraguay,sales_marketing,1810639.27
2026-03,Paraguay,it_software,773556.97
2026-03,Paraguay,ga,610447.48
2026-03,Paraguay,bad_debt,173065.79
2026-04,Bolivia,network_om,2244246.32
2026-04,Bolivia,energy,2538962.27
2026-04,Bolivia,site_lease,1563069.75
2026-04,Bolivia,personnel,2580516.05
2026-04,Bolivia,sales_marketing,1904553.6
2026-04,Bolivia,it_software,814476.38
2026-04,Bolivia,ga,647670.05
2026-04,Bolivia,bad_debt,181853.7
2026-04,Colombia,network_om,5485563.94
2026-04,Colombia,energy,7864116.38
2026-04,Colombia,site_lease,3827767.65
2026-04,Colombia,personnel,6378773.49
2026-04,Colombia,sales_marketing,4769566.04
2026-04,Colombia,it_software,2015142.47
2026-04,Colombia,ga,1564500.6
2026-04,Colombia,bad_debt,456823.11
2026-04,Guatemala,network_om,5775767.52
2026-04,Guatemala,energy,6579164.88
2026-04,Guatemala,site_lease,4102919.46
2026-04,Guatemala,personnel,6835054.99
2026-04,Guatemala,sales_marketing,7947217.76
2026-04,Guatemala,it_software,2140687.86
2026-04,Guatemala,ga,1713752.22
2026-04,Guatemala,bad_debt,476838.27
2026-04,Panama,network_om,2931926.45
2026-04,Panama,energy,3301388.12
2026-04,Panama,site_lease,2061285.92
2026-04,Panama,personnel,3453167.85
2026-04,Panama,sales_marketing,2554960.24
2026-04,Panama,it_software,1073435.28
2026-04,Panama,ga,851047.11
2026-04,Panama,bad_debt,245037.82
2026-04,Paraguay,network_om,2037901.7
2026-04,Paraguay,energy,2341956.91
2026-04,Paraguay,site_lease,1439697.01
2026-04,Paraguay,personnel,2417885.81
2026-04,Paraguay,sales_marketing,1818642.72
2026-04,Paraguay,it_software,758536.8
2026-04,Paraguay,ga,590339.64
2026-04,Paraguay,bad_debt,173030.05
2026-05,Bolivia,network_om,2196846.08
2026-05,Bolivia,energy,2555155.61
2026-05,Bolivia,site_lease,1539461.03
2026-05,Bolivia,personnel,2595788.48
2026-05,Bolivia,sales_marketing,1897693.28
2026-05,Bolivia,it_software,819862.21
2026-05,Bolivia,ga,625560.4
2026-05,Bolivia,bad_debt,183181.13
2026-05,Colombia,network_om,5390356.69
2026-05,Colombia,energy,8308058.43
2026-05,Colombia,site_lease,3791010.81
2026-05,Colombia,personnel,6323542.26
2026-05,Colombia,sales_marketing,4735666.87
2026-05,Colombia,it_software,1991397.52
2026-05,Colombia,ga,1575152.5
2026-05,Colombia,bad_debt,457130.98
2026-05,Guatemala,network_om,5786293.11
2026-05,Guatemala,energy,6434779.3
2026-05,Guatemala,site_lease,4016571.92
2026-05,Guatemala,personnel,6798496.01
2026-05,Guatemala,sales_marketing,6113244.43
2026-05,Guatemala,it_software,2108155.38
2026-05,Guatemala,ga,1669202.77
2026-05,Guatemala,bad_debt,475033.4
2026-05,Panama,network_om,2930326.11
2026-05,Panama,energy,3285669.22
2026-05,Panama,site_lease,2060214.31
2026-05,Panama,personnel,3370799.1
2026-05,Panama,sales_marketing,2489691.93
2026-05,Panama,it_software,1085844.29
2026-05,Panama,ga,847608.94
2026-05,Panama,bad_debt,237281.02
2026-05,Paraguay,network_om,2046383.33
2026-05,Paraguay,energy,2312084.76
2026-05,Paraguay,site_lease,1446548.75
2026-05,Paraguay,personnel,2449913.49
2026-05,Paraguay,sales_marketing,1782384.82
2026-05,Paraguay,it_software,765300.76
2026-05,Paraguay,ga,590014.36
2026-05,Paraguay,bad_debt,169389.07
2026-06,Bolivia,network_om,2169893.71
2026-06,Bolivia,energy,2444788.21
2026-06,Bolivia,site_lease,1495160.43
2026-06,Bolivia,personnel,2523885.58
2026-06,Bolivia,sales_marketing,1836003.88
2026-06,Bolivia,it_software,791461.71
2026-06,Bolivia,ga,630373.23
2026-06,Bolivia,bad_debt,177420.19
2026-06,Colombia,network_om,5558485.89
2026-06,Colombia,energy,8752000.48
2026-06,Colombia,site_lease,3862127.41
2026-06,Colombia,personnel,6518717.45
2026-06,Colombia,sales_marketing,4646718.07
2026-06,Colombia,it_software,2049587.57
2026-06,Colombia,ga,1590080.91
2026-06,Colombia,bad_debt,461336.39
2026-06,Guatemala,network_om,5820386.48
2026-06,Guatemala,energy,6530706.48
2026-06,Guatemala,site_lease,4134228.65
2026-06,Guatemala,personnel,6827420.86
2026-06,Guatemala,sales_marketing,5501919.99
2026-06,Guatemala,it_software,2165955.6
2026-06,Guatemala,ga,1677909.2
2026-06,Guatemala,bad_debt,487823.25
2026-06,Panama,network_om,2889223.92
2026-06,Panama,energy,3909946.37
2026-06,Panama,site_lease,2058026.87
2026-06,Panama,personnel,3456860.06
2026-06,Panama,sales_marketing,2539294.7
2026-06,Panama,it_software,1095211.05
2026-06,Panama,ga,844952.26
2026-06,Panama,bad_debt,240352.56
2026-06,Paraguay,network_om,2073580.45
2026-06,Paraguay,energy,2344584.71
2026-06,Paraguay,site_lease,1451180.06
2026-06,Paraguay,personnel,2474284.11
2026-06,Paraguay,sales_marketing,1821340.79
2026-06,Paraguay,it_software,767953.62
2026-06,Paraguay,ga,594642.96
2026-06,Paraguay,bad_debt,173185.88
